index,Sampling Criterion,Graph,SNR (dB),Sample Size,log MSE
49,MMSE,0,100.0,50,-20.422125
50,MMSE,0,100.0,51,-20.43275
51,MMSE,0,100.0,52,-20.478107
52,MMSE,0,100.0,53,-20.509132
53,MMSE,0,100.0,54,-20.501913
54,MMSE,0,100.0,55,-20.516832
55,MMSE,0,100.0,56,-20.548248
56,MMSE,0,100.0,57,-20.57553
57,MMSE,0,100.0,58,-20.583334
58,MMSE,0,100.0,59,-20.614002
59,MMSE,0,100.0,60,-20.60793
60,MMSE,0,100.0,61,-20.623138
61,MMSE,0,100.0,62,-20.675928
62,MMSE,0,100.0,63,-20.66246
63,MMSE,0,100.0,64,-20.698732
64,MMSE,0,100.0,65,-20.717712
65,MMSE,0,100.0,66,-20.70572
66,MMSE,0,100.0,67,-20.738438
67,MMSE,0,100.0,68,-20.7366
68,MMSE,0,100.0,69,-20.75313
69,MMSE,0,100.0,70,-20.766539
70,MMSE,0,100.0,71,-20.76759
71,MMSE,0,100.0,72,-20.817196
0,Conf. Ellips.,0,100.0,1,-0.003243874
1,Conf. Ellips.,0,100.0,2,-0.0043662004
2,Conf. Ellips.,0,100.0,3,-0.006981247
3,Conf. Ellips.,0,100.0,4,-0.009456021
4,Conf. Ellips.,0,100.0,5,-0.012756182
5,Conf. Ellips.,0,100.0,6,-0.017748713
6,Conf. Ellips.,0,100.0,7,-0.019063428
7,Conf. Ellips.,0,100.0,8,-0.021846084
8,Conf. Ellips.,0,100.0,9,-0.024507916
9,Conf. Ellips.,0,100.0,10,-0.029058468
10,Conf. Ellips.,0,100.0,11,-0.03551912
11,Conf. Ellips.,0,100.0,12,-0.040965136
12,Conf. Ellips.,0,100.0,13,-0.04929003
13,Conf. Ellips.,0,100.0,14,-0.059439655
14,Conf. Ellips.,0,100.0,15,-0.06832382
15,Conf. Ellips.,0,100.0,16,-0.08310862
16,Conf. Ellips.,0,100.0,17,-0.10116379
17,Conf. Ellips.,0,100.0,18,-0.102329075
18,Conf. Ellips.,0,100.0,19,-0.11822738
19,Conf. Ellips.,0,100.0,20,-0.12397519
20,Conf. Ellips.,0,100.0,21,-0.14214148
21,Conf. Ellips.,0,100.0,22,-0.15581715
22,Conf. Ellips.,0,100.0,23,-0.1926267
23,Conf. Ellips.,0,100.0,24,-0.21248513
24,Conf. Ellips.,0,100.0,25,-0.292319
25,Conf. Ellips.,0,100.0,26,-0.35644722
26,Conf. Ellips.,0,100.0,27,-0.38740522
27,Conf. Ellips.,0,100.0,28,-0.48724777
28,Conf. Ellips.,0,100.0,29,-0.51705396
29,Conf. Ellips.,0,100.0,30,-0.6024236
30,Conf. Ellips.,0,100.0,31,-0.62826747
31,Conf. Ellips.,0,100.0,32,-0.71333283
32,Conf. Ellips.,0,100.0,33,-1.0575255
33,Conf. Ellips.,0,100.0,34,-1.1358471
34,Conf. Ellips.,0,100.0,35,-1.4239533
35,Conf. Ellips.,0,100.0,36,-19.75428
36,Conf. Ellips.,0,100.0,37,-19.840471
37,Conf. Ellips.,0,100.0,38,-19.899136
38,Conf. Ellips.,0,100.0,39,-19.982435
39,Conf. Ellips.,0,100.0,40,-20.05616
40,Conf. Ellips.,0,100.0,41,-20.12838
41,Conf. Ellips.,0,100.0,42,-20.132526
42,Conf. Ellips.,0,100.0,43,-20.14558
43,Conf. Ellips.,0,100.0,44,-20.212349
44,Conf. Ellips.,0,100.0,45,-20.21267
45,Conf. Ellips.,0,100.0,46,-20.20507
46,Conf. Ellips.,0,100.0,47,-20.212406
47,Conf. Ellips.,0,100.0,48,-20.30376
48,Conf. Ellips.,0,100.0,49,-20.291428
49,Conf. Ellips.,0,100.0,50,-20.32717
50,Conf. Ellips.,0,100.0,51,-20.395645
51,Conf. Ellips.,0,100.0,52,-20.428553
52,Conf. Ellips.,0,100.0,53,-20.453342
53,Conf. Ellips.,0,100.0,54,-20.417654
54,Conf. Ellips.,0,100.0,55,-20.48342
55,Conf. Ellips.,0,100.0,56,-20.554075
56,Conf. Ellips.,0,100.0,57,-20.546902
57,Conf. Ellips.,0,100.0,58,-20.587265
58,Conf. Ellips.,0,100.0,59,-20.605606
59,Conf. Ellips.,0,100.0,60,-20.616302
60,Conf. Ellips.,0,100.0,61,-20.627537
61,Conf. Ellips.,0,100.0,62,-20.687038
62,Conf. Ellips.,0,100.0,63,-20.649508
63,Conf. Ellips.,0,100.0,64,-20.690311
64,Conf. Ellips.,0,100.0,65,-20.690348
65,Conf. Ellips.,0,100.0,66,-20.705875
66,Conf. Ellips.,0,100.0,67,-20.73167
67,Conf. Ellips.,0,100.0,68,-20.711008
68,Conf. Ellips.,0,100.0,69,-20.739437
69,Conf. Ellips.,0,100.0,70,-20.729855
70,Conf. Ellips.,0,100.0,71,-20.787346
71,Conf. Ellips.,0,100.0,72,-20.781366
0,WMSE,0,100.0,1,-0.003243874
1,WMSE,0,100.0,2,-0.0043662004
2,WMSE,0,100.0,3,-0.006981247
3,WMSE,0,100.0,4,-0.009456021
4,WMSE,0,100.0,5,-0.012756182
5,WMSE,0,100.0,6,-0.017748713
6,WMSE,0,100.0,7,-0.02045823
7,WMSE,0,100.0,8,-0.023127344
8,WMSE,0,100.0,9,-0.024507916
9,WMSE,0,100.0,10,-0.029058468
10,WMSE,0,100.0,11,-0.03551912
11,WMSE,0,100.0,12,-0.040965136
12,WMSE,0,100.0,13,-0.04929003
13,WMSE,0,100.0,14,-0.059439655
14,WMSE,0,100.0,15,-0.06832382
15,WMSE,0,100.0,16,-0.08310862
16,WMSE,0,100.0,17,-0.08463822
17,WMSE,0,100.0,18,-0.10040249
18,WMSE,0,100.0,19,-0.11822738
19,WMSE,0,100.0,20,-0.13577293
20,WMSE,0,100.0,21,-0.14214148
21,WMSE,0,100.0,22,-0.17246227
22,WMSE,0,100.0,23,-0.21077245
23,WMSE,0,100.0,24,-0.2310357
24,WMSE,0,100.0,25,-0.25629395
25,WMSE,0,100.0,26,-0.3491969
26,WMSE,0,100.0,27,-0.36616945
27,WMSE,0,100.0,28,-0.5648152
28,WMSE,0,100.0,29,-0.7086323
29,WMSE,0,100.0,30,-0.71054745
30,WMSE,0,100.0,31,-0.763886
31,WMSE,0,100.0,32,-1.0817976
32,WMSE,0,100.0,33,-1.0974703
33,WMSE,0,100.0,34,-1.133179
34,WMSE,0,100.0,35,-4.5121374
35,WMSE,0,100.0,36,-19.662012
36,WMSE,0,100.0,37,-19.864399
37,WMSE,0,100.0,38,-19.884071
38,WMSE,0,100.0,39,-19.923527
39,WMSE,0,100.0,40,-19.911236
40,WMSE,0,100.0,41,-19.969217
41,WMSE,0,100.0,42,-19.999454
42,WMSE,0,100.0,43,-20.046831
43,WMSE,0,100.0,44,-20.116444
44,WMSE,0,100.0,45,-20.120441
45,WMSE,0,100.0,46,-20.13898
46,WMSE,0,100.0,47,-20.173899
47,WMSE,0,100.0,48,-20.192894
48,WMSE,0,100.0,49,-20.206657
49,WMSE,0,100.0,50,-20.24355
50,WMSE,0,100.0,51,-20.221899
51,WMSE,0,100.0,52,-20.276371
52,WMSE,0,100.0,53,-20.267853
53,WMSE,0,100.0,54,-20.297697
54,WMSE,0,100.0,55,-20.295069
55,WMSE,0,100.0,56,-20.291653
56,WMSE,0,100.0,57,-20.319576
57,WMSE,0,100.0,58,-20.327568
58,WMSE,0,100.0,59,-20.333359
59,WMSE,0,100.0,60,-20.36283
60,WMSE,0,100.0,61,-20.354239
61,WMSE,0,100.0,62,-20.414942
62,WMSE,0,100.0,63,-20.398119
63,WMSE,0,100.0,64,-20.45209
64,WMSE,0,100.0,65,-20.447866
65,WMSE,0,100.0,66,-20.484537
66,WMSE,0,100.0,67,-20.457287
67,WMSE,0,100.0,68,-20.5132
68,WMSE,0,100.0,69,-20.543734
69,WMSE,0,100.0,70,-20.5666
70,WMSE,0,100.0,71,-20.586687
71,WMSE,0,100.0,72,-20.572048
0,W. Random,0,100.0,1,-0.027448947
1,W. Random,0,100.0,2,-0.06170916
2,W. Random,0,100.0,3,-0.08908208
3,W. Random,0,100.0,4,-0.14304128
4,W. Random,0,100.0,5,-0.1456466
5,W. Random,0,100.0,6,-0.17651692
6,W. Random,0,100.0,7,-0.17830868
7,W. Random,0,100.0,8,-0.17938533
8,W. Random,0,100.0,9,-0.21963757
9,W. Random,0,100.0,10,-0.2493776
10,W. Random,0,100.0,11,-0.30189198
11,W. Random,0,100.0,12,-0.3444747
12,W. Random,0,100.0,13,-0.35551608
13,W. Random,0,100.0,14,-0.42661747
14,W. Random,0,100.0,15,-0.43034557
15,W. Random,0,100.0,16,-0.45986217
16,W. Random,0,100.0,17,-0.46309823
17,W. Random,0,100.0,18,-0.65870476
18,W. Random,0,100.0,19,-0.67080784
19,W. Random,0,100.0,20,-0.8647896
20,W. Random,0,100.0,21,-0.8648448
21,W. Random,0,100.0,22,-0.8767988
22,W. Random,0,100.0,23,-0.88574237
23,W. Random,0,100.0,24,-0.9677906
24,W. Random,0,100.0,25,-0.968831
25,W. Random,0,100.0,26,-1.0202377
26,W. Random,0,100.0,27,-1.2683072
27,W. Random,0,100.0,28,-1.3393952
28,W. Random,0,100.0,29,-1.4322883
29,W. Random,0,100.0,30,-2.141027
30,W. Random,0,100.0,31,-3.2455034
31,W. Random,0,100.0,32,-3.2465277
32,W. Random,0,100.0,33,-3.3999848
33,W. Random,0,100.0,34,-3.6017942
34,W. Random,0,100.0,35,-5.661438
35,W. Random,0,100.0,36,-13.37894
36,W. Random,0,100.0,37,-14.453463
37,W. Random,0,100.0,38,-14.631065
38,W. Random,0,100.0,39,-14.85911
39,W. Random,0,100.0,40,-15.950698
40,W. Random,0,100.0,41,-16.270996
41,W. Random,0,100.0,42,-17.382418
42,W. Random,0,100.0,43,-17.477633
43,W. Random,0,100.0,44,-17.819696
44,W. Random,0,100.0,45,-18.421083
45,W. Random,0,100.0,46,-18.896875
46,W. Random,0,100.0,47,-18.937426
47,W. Random,0,100.0,48,-18.996138
48,W. Random,0,100.0,49,-19.021194
49,W. Random,0,100.0,50,-19.06003
50,W. Random,0,100.0,51,-19.266754
51,W. Random,0,100.0,52,-19.28365
52,W. Random,0,100.0,53,-19.356155
53,W. Random,0,100.0,54,-19.329952
54,W. Random,0,100.0,55,-19.38835
55,W. Random,0,100.0,56,-19.424541
56,W. Random,0,100.0,57,-19.443981
57,W. Random,0,100.0,58,-19.43614
58,W. Random,0,100.0,59,-19.436441
59,W. Random,0,100.0,60,-19.451439
60,W. Random,0,100.0,61,-19.435223
61,W. Random,0,100.0,62,-19.61878
62,W. Random,0,100.0,63,-19.641218
63,W. Random,0,100.0,64,-19.667356
64,W. Random,0,100.0,65,-19.7094
65,W. Random,0,100.0,66,-19.670803
66,W. Random,0,100.0,67,-19.700552
67,W. Random,0,100.0,68,-19.885662
68,W. Random,0,100.0,69,-19.866867
69,W. Random,0,100.0,70,-19.911648
70,W. Random,0,100.0,71,-19.837557
71,W. Random,0,100.0,72,-19.972548
