,Sampling Type,Sample Size,class_error,rec_error,Analytic Reconstruction Error,Analytic Classification Error,graph_id,num_conv_layers
0,Random,1,173.0,6239.902,6271.9995,233.1437,0,1
1,Random,2,261.0,6132.0117,6144.0,222.33455,0,1
2,Random,3,218.0,6012.5063,6016.0005,217.00978,0,1
3,Random,4,249.0,5913.4126,5888.0,210.245,0,1
4,Random,5,146.0,5762.1665,5760.0,203.0189,0,1
5,Random,6,131.0,5628.488,5632.0,197.11368,0,1
6,Random,7,160.0,5480.702,5504.0,189.23396,0,1
7,Random,8,185.0,5330.299,5375.9995,182.9698,0,1
8,Random,9,189.0,5181.7373,5248.0,180.29204,0,1
9,Random,10,182.0,5047.268,5120.0,177.81429,0,1
10,Random,11,191.0,4928.3438,4992.0,175.37381,0,1
11,Random,12,211.0,4794.602,4863.9995,172.62479,0,1
12,Random,13,232.0,4676.4424,4736.0,170.24355,0,1
13,Random,14,191.0,4571.9565,4608.0,164.96646,0,1
14,Random,15,163.0,4448.576,4480.0,160.35443,0,1
15,Random,16,180.0,4313.249,4352.0,157.55533,0,1
16,Random,17,198.0,4195.881,4224.0,153.58525,0,1
17,Random,18,214.0,4044.5564,4096.0,149.94916,0,1
18,Random,19,176.0,3925.79,3968.0,144.99132,0,1
19,Random,20,184.0,3778.0615,3840.0002,141.3369,0,1
20,Random,21,161.0,3653.9597,3712.0,136.99167,0,1
21,Random,22,146.0,3535.1135,3584.0002,133.84338,0,1
22,Random,23,146.0,3400.3167,3456.0005,131.86412,0,1
23,Random,24,156.0,3264.6038,3328.0005,129.95447,0,1
24,Random,25,151.0,3133.0317,3200.0,127.56717,0,1
25,Random,26,130.0,3013.8286,3072.0002,124.28461,0,1
26,Random,27,117.0,2893.4727,2944.0002,118.77341,0,1
27,Random,28,114.0,2754.2427,2816.0005,116.58253,0,1
28,Random,29,102.0,2621.5518,2688.0002,111.75802,0,1
29,Random,30,101.0,2457.891,2560.0,105.84835,0,1
30,Random,31,94.0,2327.9888,2432.0002,103.42779,0,1
31,Random,32,94.0,2211.2534,2304.0002,99.88613,0,1
32,Random,33,88.0,2093.8464,2176.0002,96.9801,0,1
33,Random,34,90.0,1968.485,2048.0002,93.81144,0,1
34,Random,35,91.0,1843.119,1920.0005,88.417175,0,1
35,Random,36,74.0,1724.194,1792.0002,81.38831,0,1
36,Random,37,82.0,1602.595,1664.0004,78.03973,0,1
37,Random,38,79.0,1467.7748,1536.0002,75.736496,0,1
38,Random,39,79.0,1362.3873,1408.0004,72.98691,0,1
39,Random,40,73.0,1248.201,1280.0006,68.84919,0,1
40,Random,41,71.0,1145.0876,1152.0007,65.658775,0,1
41,Random,42,64.0,1011.1984,1024.001,62.290836,0,1
42,Random,43,63.0,889.80273,896.0009,59.770515,0,1
43,Random,44,64.0,768.06964,768.0006,55.046432,0,1
44,Random,45,49.0,617.14594,640.00024,50.597153,0,1
45,Random,46,52.0,486.41245,512.0011,39.060173,0,1
46,Random,47,56.0,363.7126,384.00168,33.316048,0,1
47,Random,48,30.0,239.3868,256.0017,25.954458,0,1
48,Random,49,0.0,109.08034,128.00511,17.300669,0,1
49,Random,50,0.0,4.4775693e-06,0.18304062,0.09111399,0,1
50,Random,51,0.0,2.7715275e-06,-0.15488815,0.01390996,0,1
51,Random,52,0.0,2.2013876e-07,0.0357666,0.021824552,0,1
52,Random,53,0.0,2.543053e-08,0.00024986267,0.005135861,0,1
53,Random,54,0.0,2.5435778e-08,0.00075912476,0.018533302,0,1
54,Random,55,0.0,3.7723495e-08,0.00026512146,0.0022301872,0,1
55,Random,56,0.0,3.7633775e-08,0.00019836426,0.110012785,0,1
56,Random,57,0.0,1.6206753e-08,3.0517578e-05,0.043445855,0,1
57,Random,58,0.0,1.6998996e-08,3.6239624e-05,0.071241125,0,1
58,Random,59,0.0,1.7542307e-08,0.00043296814,0.016184626,0,1
59,Random,60,0.0,1.2929224e-08,0.00044441223,0.017050117,0,1
60,Random,61,0.0,1.1862273e-08,0.000289917,0.05017793,0,1
61,Classification-optimal,1,295.0,6259.0464,6272.001,231.31546,0,1
62,Classification-optimal,2,149.0,6109.3047,6144.0,217.6225,0,1
63,Classification-optimal,3,149.0,5993.8154,6016.0,206.49039,0,1
64,Classification-optimal,4,177.0,5857.0073,5888.0,195.53616,0,1
65,Classification-optimal,5,233.0,5747.6406,5760.0,186.3491,0,1
66,Classification-optimal,6,214.0,5607.866,5631.9995,176.75093,0,1
67,Classification-optimal,7,172.0,5496.2793,5504.0,167.87685,0,1
68,Classification-optimal,8,171.0,5367.974,5376.0,160.82872,0,1
69,Classification-optimal,9,180.0,5237.195,5248.0,153.68948,0,1
70,Classification-optimal,10,165.0,5094.214,5120.0,146.84438,0,1
71,Classification-optimal,11,143.0,4988.503,4992.0,140.62955,0,1
72,Classification-optimal,12,132.0,4842.0244,4863.9995,135.2704,0,1
73,Classification-optimal,13,133.0,4727.365,4736.0,129.7808,0,1
74,Classification-optimal,14,140.0,4603.9688,4607.9995,125.32036,0,1
75,Classification-optimal,15,139.0,4485.076,4480.0,120.88538,0,1
76,Classification-optimal,16,136.0,4396.8945,4352.0,117.24672,0,1
77,Classification-optimal,17,139.0,4260.7285,4224.0,113.81093,0,1
78,Classification-optimal,18,140.0,4149.7324,4095.9995,110.267944,0,1
79,Classification-optimal,19,131.0,4041.9436,3967.9998,106.84489,0,1
80,Classification-optimal,20,128.0,3896.733,3839.9998,103.375,0,1
81,Classification-optimal,21,127.0,3765.7642,3712.0,100.11712,0,1
82,Classification-optimal,22,121.0,3617.7136,3584.0,96.92905,0,1
83,Classification-optimal,23,124.0,3477.4978,3456.0002,93.64767,0,1
84,Classification-optimal,24,124.0,3349.8713,3327.9998,90.36832,0,1
85,Classification-optimal,25,101.0,3246.247,3200.0002,87.35148,0,1
86,Classification-optimal,26,106.0,3113.873,3072.0002,84.34167,0,1
87,Classification-optimal,27,106.0,2970.9932,2944.0,81.26087,0,1
88,Classification-optimal,28,95.0,2840.3247,2816.0,78.3235,0,1
89,Classification-optimal,29,88.0,2711.5862,2688.0,75.323715,0,1
90,Classification-optimal,30,80.0,2611.8264,2560.0,72.32584,0,1
91,Classification-optimal,31,78.0,2471.9387,2432.0,69.35892,0,1
92,Classification-optimal,32,79.0,2344.466,2304.0,66.50884,0,1
93,Classification-optimal,33,79.0,2185.2231,2176.0,63.600876,0,1
94,Classification-optimal,34,78.0,2059.819,2048.0,60.80232,0,1
95,Classification-optimal,35,77.0,1934.7202,1920.0,58.04109,0,1
96,Classification-optimal,36,75.0,1820.4773,1792.0001,55.20894,0,1
97,Classification-optimal,37,78.0,1714.6515,1663.9999,52.335285,0,1
98,Classification-optimal,38,79.0,1576.0231,1536.0001,49.436905,0,1
99,Classification-optimal,39,80.0,1427.9293,1408.0,46.64534,0,1
100,Classification-optimal,40,80.0,1274.0431,1279.9998,43.785675,0,1
101,Classification-optimal,41,82.0,1164.6251,1151.9995,40.7483,0,1
102,Classification-optimal,42,67.0,1027.6351,1023.99927,37.65781,0,1
103,Classification-optimal,43,66.0,925.89856,895.9995,34.520348,0,1
104,Classification-optimal,44,36.0,783.5884,767.9992,31.322157,0,1
105,Classification-optimal,45,24.0,657.474,639.99866,27.912977,0,1
106,Classification-optimal,46,21.0,546.37006,511.999,24.290703,0,1
107,Classification-optimal,47,24.0,430.83038,383.99893,20.2368,0,1
108,Classification-optimal,48,17.0,270.52744,255.99905,15.505213,0,1
109,Classification-optimal,49,6.0,131.78497,127.99661,9.673075,0,1
110,Classification-optimal,50,0.0,5.9016294e-08,-0.0026168823,0.0,0,1
111,Classification-optimal,51,0.0,4.3897202e-08,-0.0044059753,0.00010990189,0,1
112,Classification-optimal,52,0.0,3.144266e-08,-0.00017547607,0.0,0,1
113,Classification-optimal,53,0.0,2.896655e-08,0.0011806488,0.0,0,1
114,Classification-optimal,54,0.0,3.048402e-08,-0.00032043457,0.0,0,1
115,Classification-optimal,55,0.0,1.865171e-08,-0.00049972534,0.0,0,1
116,Classification-optimal,56,0.0,4.2727176e-08,-0.0006904602,0.0,0,1
117,Classification-optimal,57,0.0,1.9807107e-08,-0.00047683716,0.0,0,1
118,Classification-optimal,58,0.0,1.4881553e-08,-0.0008068085,0.0,0,1
119,Classification-optimal,59,0.0,3.963005e-08,-0.00065231323,0.0,0,1
120,Classification-optimal,60,0.0,1.0407388e-08,-0.00055503845,0.0,0,1
121,Classification-optimal,61,0.0,2.001051e-08,-0.00041389465,0.0,0,1
122,Reconstruction-optimal,1,186.0,6256.7676,6272.0,236.78796,0,1
123,Reconstruction-optimal,2,172.0,6114.931,6143.9995,228.1958,0,1
124,Reconstruction-optimal,3,181.0,5988.1367,6015.9995,221.49908,0,1
125,Reconstruction-optimal,4,173.0,5822.656,5888.0,214.91524,0,1
126,Reconstruction-optimal,5,152.0,5697.673,5760.0,208.64879,0,1
127,Reconstruction-optimal,6,200.0,5571.579,5632.0,203.33702,0,1
128,Reconstruction-optimal,7,183.0,5450.4604,5504.0,197.7232,0,1
129,Reconstruction-optimal,8,185.0,5309.6826,5376.0,194.28084,0,1
130,Reconstruction-optimal,9,170.0,5204.1616,5248.0,189.8985,0,1
131,Reconstruction-optimal,10,163.0,5079.454,5119.999,185.65042,0,1
132,Reconstruction-optimal,11,162.0,4951.1694,4992.0,180.58669,0,1
133,Reconstruction-optimal,12,169.0,4837.5205,4864.0,176.4821,0,1
134,Reconstruction-optimal,13,160.0,4709.634,4736.0,171.23206,0,1
135,Reconstruction-optimal,14,159.0,4559.257,4608.0,168.60182,0,1
136,Reconstruction-optimal,15,157.0,4415.211,4479.9995,162.33565,0,1
137,Reconstruction-optimal,16,141.0,4291.3516,4352.0,159.54565,0,1
138,Reconstruction-optimal,17,160.0,4164.8467,4224.0,155.51393,0,1
139,Reconstruction-optimal,18,164.0,4040.2598,4095.9998,153.13892,0,1
140,Reconstruction-optimal,19,147.0,3912.6824,3968.0,150.34752,0,1
141,Reconstruction-optimal,20,140.0,3797.6729,3839.9998,147.05557,0,1
142,Reconstruction-optimal,21,121.0,3675.114,3711.9998,144.14505,0,1
143,Reconstruction-optimal,22,121.0,3568.3909,3583.9998,141.21187,0,1
144,Reconstruction-optimal,23,122.0,3454.6921,3455.9998,138.26213,0,1
145,Reconstruction-optimal,24,117.0,3328.1443,3327.9998,134.13997,0,1
146,Reconstruction-optimal,25,112.0,3217.3345,3200.0,130.46281,0,1
147,Reconstruction-optimal,26,104.0,3091.2454,3071.9998,127.85668,0,1
148,Reconstruction-optimal,27,96.0,2954.4106,2943.9998,125.39608,0,1
149,Reconstruction-optimal,28,96.0,2809.8176,2815.9998,122.492,0,1
150,Reconstruction-optimal,29,99.0,2692.0737,2687.9995,119.02025,0,1
151,Reconstruction-optimal,30,102.0,2557.8398,2559.9998,114.981514,0,1
152,Reconstruction-optimal,31,104.0,2454.719,2431.9998,111.977615,0,1
153,Reconstruction-optimal,32,104.0,2333.9204,2303.9998,108.567184,0,1
154,Reconstruction-optimal,33,102.0,2188.838,2175.9995,105.07204,0,1
155,Reconstruction-optimal,34,99.0,2033.135,2047.9998,102.76289,0,1
156,Reconstruction-optimal,35,100.0,1900.021,1919.9998,99.14742,0,1
157,Reconstruction-optimal,36,100.0,1779.4321,1791.9996,94.712364,0,1
158,Reconstruction-optimal,37,102.0,1664.1927,1663.9995,87.8821,0,1
159,Reconstruction-optimal,38,101.0,1516.6202,1535.9998,84.84305,0,1
160,Reconstruction-optimal,39,96.0,1382.004,1407.9996,82.618935,0,1
161,Reconstruction-optimal,40,96.0,1263.3433,1279.9998,79.4838,0,1
162,Reconstruction-optimal,41,90.0,1123.8038,1151.9996,76.40195,0,1
163,Reconstruction-optimal,42,82.0,1015.58545,1023.99963,72.266045,0,1
164,Reconstruction-optimal,43,69.0,864.00226,895.9995,68.308914,0,1
165,Reconstruction-optimal,44,63.0,739.7843,767.99945,64.35534,0,1
166,Reconstruction-optimal,45,61.0,614.62445,639.9993,60.31018,0,1
167,Reconstruction-optimal,46,62.0,512.1558,511.99942,52.298546,0,1
168,Reconstruction-optimal,47,58.0,395.48355,383.99924,48.632725,0,1
169,Reconstruction-optimal,48,65.0,264.952,255.99931,33.74159,0,1
170,Reconstruction-optimal,49,57.0,148.47832,127.99926,21.372559,0,1
171,Reconstruction-optimal,50,0.0,1.2917923e-08,-0.00083732605,0.029827517,0,1
172,Reconstruction-optimal,51,0.0,1.687787e-08,-0.0007305145,0.022809641,0,1
173,Reconstruction-optimal,52,0.0,1.6242256e-08,-0.0007286072,0.022514181,0,1
174,Reconstruction-optimal,53,0.0,7.2382926e-09,-0.0006427765,0.028872423,0,1
175,Reconstruction-optimal,54,0.0,7.3206654e-09,-0.0005931854,0.018795855,0,1
176,Reconstruction-optimal,55,0.0,8.372219e-09,-0.0005455017,0.035996705,0,1
177,Reconstruction-optimal,56,0.0,6.9897963e-09,-0.00040626526,0.006963699,0,1
178,Reconstruction-optimal,57,0.0,1.5326183e-08,-0.0004234314,0.019979546,0,1
179,Reconstruction-optimal,58,0.0,6.012576e-09,-0.00046920776,0.06483152,0,1
180,Reconstruction-optimal,59,0.0,1.6911264e-08,-0.00047683716,0.09790171,0,1
181,Reconstruction-optimal,60,0.0,1.3145717e-08,-0.00050354004,0.085426524,0,1
182,Reconstruction-optimal,61,0.0,6.6035315e-09,-0.00038146973,0.030181268,0,1
0,Random,1,282.0,6309.516,6272.0,234.1285,1,1
1,Random,2,304.0,6176.719,6144.0,224.47595,1,1
2,Random,3,237.0,6026.7236,6016.0,218.03862,1,1
3,Random,4,216.0,5913.161,5888.0005,210.88281,1,1
4,Random,5,265.0,5751.1685,5760.0005,202.43004,1,1
5,Random,6,254.0,5601.1357,5632.0,196.67838,1,1
6,Random,7,194.0,5486.8223,5504.0,189.16345,1,1
7,Random,8,196.0,5363.6787,5376.0,185.39433,1,1
8,Random,9,206.0,5263.759,5248.0,178.37035,1,1
9,Random,10,208.0,5131.0586,5120.0,174.61757,1,1
10,Random,11,170.0,5004.036,4992.0,171.32153,1,1
11,Random,12,166.0,4862.6353,4864.0,167.71718,1,1
12,Random,13,167.0,4725.662,4736.0,164.71747,1,1
13,Random,14,179.0,4590.5767,4608.0005,161.2612,1,1
14,Random,15,173.0,4457.343,4480.0,158.79713,1,1
15,Random,16,183.0,4347.0195,4352.0005,155.23811,1,1
16,Random,17,198.0,4245.134,4224.0,151.80148,1,1
17,Random,18,181.0,4120.4404,4096.0,148.57596,1,1
18,Random,19,180.0,4001.9526,3968.0,146.7926,1,1
19,Random,20,202.0,3880.4692,3840.0,141.026,1,1
20,Random,21,202.0,3760.9429,3712.0,138.45018,1,1
21,Random,22,198.0,3635.4207,3584.0002,134.88033,1,1
22,Random,23,202.0,3502.9607,3456.0002,132.07573,1,1
23,Random,24,173.0,3381.7256,3328.0002,128.48271,1,1
24,Random,25,147.0,3261.8127,3200.0,124.733284,1,1
25,Random,26,139.0,3109.9622,3072.0,122.538734,1,1
26,Random,27,119.0,2984.7383,2944.0,118.55307,1,1
27,Random,28,119.0,2870.3342,2816.0005,116.31802,1,1
28,Random,29,113.0,2735.9873,2688.0002,113.76694,1,1
29,Random,30,135.0,2622.6182,2560.0002,108.32504,1,1
30,Random,31,149.0,2495.3857,2432.0,102.00427,1,1
31,Random,32,160.0,2356.0889,2304.0,97.84309,1,1
32,Random,33,159.0,2246.79,2176.0002,95.45473,1,1
33,Random,34,161.0,2103.273,2048.0,89.85093,1,1
34,Random,35,172.0,1980.3076,1920.0002,86.75533,1,1
35,Random,36,141.0,1849.2567,1791.9999,83.20886,1,1
36,Random,37,138.0,1718.7795,1663.9998,80.34791,1,1
37,Random,38,65.0,1586.2604,1535.9998,71.33914,1,1
38,Random,39,66.0,1445.209,1407.9998,67.7096,1,1
39,Random,40,56.0,1301.7354,1279.9998,63.916367,1,1
40,Random,41,57.0,1164.2578,1152.0,61.27479,1,1
41,Random,42,44.0,1034.2235,1023.9999,55.84431,1,1
42,Random,43,40.0,894.91693,895.9999,51.455193,1,1
43,Random,44,31.0,765.6615,768.00024,45.161602,1,1
44,Random,45,33.0,656.9878,639.9983,40.781414,1,1
45,Random,46,23.0,512.8724,511.9972,34.945435,1,1
46,Random,47,22.0,360.00183,383.99667,29.77111,1,1
47,Random,48,5.0,237.68555,255.9935,23.491209,1,1
48,Random,49,6.0,94.551926,127.94752,15.267251,1,1
49,Random,50,0.0,2.6833723e-07,-0.05470848,0.08580667,1,1
50,Random,51,0.0,1.5665233e-07,-0.017938614,0.0105048185,1,1
51,Random,52,0.0,3.824133e-08,-0.0012683868,0.01600003,1,1
52,Random,53,0.0,1.8763068e-08,-0.00050354004,0.046866912,1,1
53,Random,54,0.0,2.145907e-08,-0.00072288513,0.06857445,1,1
54,Random,55,0.0,2.2625311e-08,-0.0009727478,0.013787246,1,1
55,Random,56,0.0,1.5786545e-08,-0.00077819824,0.00021980378,1,1
56,Random,57,0.0,1.5089006e-08,-0.0008659363,0.040796254,1,1
57,Random,58,0.0,2.4048457e-08,-0.0008068085,0.064972095,1,1
58,Random,59,0.0,1.299597e-08,-0.0004234314,0.093625344,1,1
59,Random,60,0.0,2.307771e-08,-0.00022125244,0.0103082685,1,1
60,Random,61,0.0,1.9193815e-08,-0.00010108948,0.07533907,1,1
61,Classification-optimal,1,145.0,6347.212,6272.0005,231.3227,1,1
62,Classification-optimal,2,141.0,6238.839,6143.9995,217.52751,1,1
63,Classification-optimal,3,146.0,6102.7197,6016.0,205.66426,1,1
64,Classification-optimal,4,140.0,6001.4956,5888.0,194.97446,1,1
65,Classification-optimal,5,145.0,5848.067,5760.0,185.42004,1,1
66,Classification-optimal,6,121.0,5694.0728,5632.0,175.31744,1,1
67,Classification-optimal,7,128.0,5558.575,5503.9995,166.7576,1,1
68,Classification-optimal,8,120.0,5436.351,5376.0,159.09138,1,1
69,Classification-optimal,9,114.0,5287.5293,5248.0,151.4546,1,1
70,Classification-optimal,10,120.0,5136.2397,5120.0,145.21808,1,1
71,Classification-optimal,11,144.0,4998.041,4992.0,138.88368,1,1
72,Classification-optimal,12,136.0,4887.5605,4864.0,134.63463,1,1
73,Classification-optimal,13,137.0,4727.689,4736.0005,129.81769,1,1
74,Classification-optimal,14,133.0,4569.0273,4608.0,125.7754,1,1
75,Classification-optimal,15,125.0,4434.1387,4480.0,121.89943,1,1
76,Classification-optimal,16,123.0,4309.5635,4352.0,118.178856,1,1
77,Classification-optimal,17,114.0,4210.202,4224.0005,114.504326,1,1
78,Classification-optimal,18,97.0,4107.4395,4096.0,110.71942,1,1
79,Classification-optimal,19,86.0,3984.2686,3968.0,107.14438,1,1
80,Classification-optimal,20,73.0,3845.3054,3840.0002,103.45189,1,1
81,Classification-optimal,21,72.0,3695.09,3712.0002,99.792595,1,1
82,Classification-optimal,22,72.0,3549.513,3584.0002,96.47415,1,1
83,Classification-optimal,23,67.0,3448.662,3456.0,93.24758,1,1
84,Classification-optimal,24,51.0,3277.8728,3328.0,90.0122,1,1
85,Classification-optimal,25,50.0,3173.3284,3200.0002,86.854416,1,1
86,Classification-optimal,26,49.0,3031.0137,3072.0002,83.62325,1,1
87,Classification-optimal,27,52.0,2908.968,2944.0005,80.61344,1,1
88,Classification-optimal,28,61.0,2799.9126,2816.0,77.57641,1,1
89,Classification-optimal,29,43.0,2678.7004,2688.0,74.70626,1,1
90,Classification-optimal,30,42.0,2558.8418,2560.0002,71.75753,1,1
91,Classification-optimal,31,40.0,2416.8306,2432.0002,68.563896,1,1
92,Classification-optimal,32,50.0,2294.9604,2304.0002,65.47383,1,1
93,Classification-optimal,33,50.0,2163.2065,2176.0002,62.605583,1,1
94,Classification-optimal,34,50.0,2031.3119,2048.0005,59.753986,1,1
95,Classification-optimal,35,46.0,1911.5608,1920.0004,56.82043,1,1
96,Classification-optimal,36,39.0,1770.0669,1792.0005,54.006905,1,1
97,Classification-optimal,37,36.0,1661.0165,1664.0006,51.224834,1,1
98,Classification-optimal,38,31.0,1519.4641,1536.0006,48.42091,1,1
99,Classification-optimal,39,26.0,1378.1215,1408.0007,45.630165,1,1
100,Classification-optimal,40,26.0,1245.888,1280.001,42.753777,1,1
101,Classification-optimal,41,24.0,1100.6956,1152.0007,39.903793,1,1
102,Classification-optimal,42,22.0,1001.57654,1024.0009,36.883526,1,1
103,Classification-optimal,43,29.0,868.254,896.0011,33.862907,1,1
104,Classification-optimal,44,27.0,737.1953,768.0009,30.784798,1,1
105,Classification-optimal,45,25.0,601.6824,640.0006,27.475958,1,1
106,Classification-optimal,46,13.0,491.41342,512.00055,23.947397,1,1
107,Classification-optimal,47,12.0,376.69284,384.00098,20.065308,1,1
108,Classification-optimal,48,11.0,252.14212,256.0023,15.578116,1,1
109,Classification-optimal,49,7.0,139.36708,128.0024,9.75862,1,1
110,Classification-optimal,50,0.0,2.565789e-07,0.00835228,0.0,1,1
111,Classification-optimal,51,0.0,1.2276035e-07,-0.0025100708,0.0,1,1
112,Classification-optimal,52,0.0,7.292586e-08,0.0053634644,0.0,1,1
113,Classification-optimal,53,0.0,5.298267e-08,0.0031394958,0.00010990189,1,1
114,Classification-optimal,54,0.0,3.9189263e-08,0.0013656616,0.0,1,1
115,Classification-optimal,55,0.0,2.258474e-08,0.0011081696,0.0,1,1
116,Classification-optimal,56,0.0,1.5760495e-08,0.0010089874,0.0,1,1
117,Classification-optimal,57,0.0,4.583334e-08,0.0011672974,0.0,1,1
118,Classification-optimal,58,0.0,2.0322485e-08,0.0011234283,0.0,1,1
119,Classification-optimal,59,0.0,1.1942585e-08,0.00097084045,0.00010990189,1,1
120,Classification-optimal,60,0.0,2.1306787e-08,0.0009651184,0.0,1,1
121,Classification-optimal,61,0.0,1.8678701e-08,0.0009975433,0.0,1,1
122,Reconstruction-optimal,1,181.0,6326.443,6272.001,237.25992,1,1
123,Reconstruction-optimal,2,166.0,6170.689,6144.0,228.5367,1,1
124,Reconstruction-optimal,3,158.0,6039.1406,6016.0,221.5556,1,1
125,Reconstruction-optimal,4,141.0,5906.1875,5888.0,215.26938,1,1
126,Reconstruction-optimal,5,145.0,5777.668,5760.0,209.94574,1,1
127,Reconstruction-optimal,6,144.0,5676.1294,5632.0,205.53207,1,1
128,Reconstruction-optimal,7,148.0,5540.3438,5504.0005,200.31352,1,1
129,Reconstruction-optimal,8,140.0,5386.3325,5376.0,196.13818,1,1
130,Reconstruction-optimal,9,135.0,5228.9326,5248.0005,191.17584,1,1
131,Reconstruction-optimal,10,122.0,5104.6313,5120.0,187.43027,1,1
132,Reconstruction-optimal,11,130.0,4977.8247,4992.0,183.46733,1,1
133,Reconstruction-optimal,12,129.0,4857.9204,4864.0005,179.66586,1,1
134,Reconstruction-optimal,13,126.0,4729.1865,4735.9995,175.43564,1,1
135,Reconstruction-optimal,14,128.0,4609.5493,4608.0,170.9333,1,1
136,Reconstruction-optimal,15,128.0,4485.206,4480.0,167.3323,1,1
137,Reconstruction-optimal,16,128.0,4379.687,4352.0,165.21953,1,1
138,Reconstruction-optimal,17,115.0,4260.4326,4224.0,160.99045,1,1
139,Reconstruction-optimal,18,118.0,4146.837,4095.9998,156.34232,1,1
140,Reconstruction-optimal,19,119.0,4054.6963,3968.0002,153.34564,1,1
141,Reconstruction-optimal,20,130.0,3943.54,3840.0002,148.34456,1,1
142,Reconstruction-optimal,21,132.0,3816.8652,3712.0,144.82494,1,1
143,Reconstruction-optimal,22,128.0,3684.3047,3584.0,141.53302,1,1
144,Reconstruction-optimal,23,142.0,3526.2932,3456.0002,138.29652,1,1
145,Reconstruction-optimal,24,123.0,3377.641,3328.0002,135.57321,1,1
146,Reconstruction-optimal,25,116.0,3272.2898,3200.0002,131.2876,1,1
147,Reconstruction-optimal,26,89.0,3140.292,3072.0,127.496864,1,1
148,Reconstruction-optimal,27,86.0,2999.7346,2944.0002,125.598,1,1
149,Reconstruction-optimal,28,51.0,2878.3274,2816.0,120.550354,1,1
150,Reconstruction-optimal,29,50.0,2757.6143,2688.0002,118.01574,1,1
151,Reconstruction-optimal,30,50.0,2653.0066,2560.0002,116.36638,1,1
152,Reconstruction-optimal,31,52.0,2526.7207,2432.0005,113.26902,1,1
153,Reconstruction-optimal,32,58.0,2388.4307,2304.0002,110.4354,1,1
154,Reconstruction-optimal,33,57.0,2269.6394,2176.0,106.17852,1,1
155,Reconstruction-optimal,34,56.0,2120.3743,2048.0002,102.6136,1,1
156,Reconstruction-optimal,35,56.0,1995.2192,1920.0002,97.76639,1,1
157,Reconstruction-optimal,36,56.0,1871.5774,1792.0002,92.50617,1,1
158,Reconstruction-optimal,37,55.0,1747.2041,1664.0002,89.70906,1,1
159,Reconstruction-optimal,38,62.0,1643.6278,1536.0001,86.31738,1,1
160,Reconstruction-optimal,39,64.0,1509.0541,1408.0002,82.18523,1,1
161,Reconstruction-optimal,40,57.0,1374.0391,1280.0002,77.741264,1,1
162,Reconstruction-optimal,41,32.0,1228.1389,1152.0004,69.37311,1,1
163,Reconstruction-optimal,42,33.0,1091.8806,1024.0005,61.867313,1,1
164,Reconstruction-optimal,43,40.0,962.2897,896.00037,57.155685,1,1
165,Reconstruction-optimal,44,45.0,814.55536,768.00024,51.465008,1,1
166,Reconstruction-optimal,45,45.0,679.7008,640.0004,45.364887,1,1
167,Reconstruction-optimal,46,41.0,562.63684,512.0003,40.632126,1,1
168,Reconstruction-optimal,47,42.0,426.59067,384.00043,34.258995,1,1
169,Reconstruction-optimal,48,41.0,300.93365,256.0005,27.736063,1,1
170,Reconstruction-optimal,49,13.0,143.17456,128.00055,15.7059765,1,1
171,Reconstruction-optimal,50,0.0,1.2059402e-08,0.00063705444,0.023202779,1,1
172,Reconstruction-optimal,51,0.0,1.9984093e-08,0.00038337708,0.051211696,1,1
173,Reconstruction-optimal,52,0.0,9.020021e-09,0.0004348755,0.07106858,1,1
174,Reconstruction-optimal,53,0.0,7.930625e-09,0.00030136108,0.02243031,1,1
175,Reconstruction-optimal,54,0.0,1.2369491e-08,0.0004272461,0.026823314,1,1
176,Reconstruction-optimal,55,0.0,7.0332025e-09,0.0004787445,0.032975446,1,1
177,Reconstruction-optimal,56,0.0,7.305744e-09,0.0003376007,0.04693789,1,1
178,Reconstruction-optimal,57,0.0,9.007109e-09,0.00049591064,0.05835556,1,1
179,Reconstruction-optimal,58,0.0,1.0241322e-08,0.0003414154,0.00507659,1,1
180,Reconstruction-optimal,59,0.0,9.91468e-09,0.00031280518,0.048374135,1,1
181,Reconstruction-optimal,60,0.0,1.1927936e-08,0.00032043457,0.00056558417,1,1
182,Reconstruction-optimal,61,0.0,7.498447e-09,0.00022697449,0.0033185335,1,1
0,Random,1,211.0,6194.4863,6271.9995,235.29887,2,1
1,Random,2,215.0,6082.8545,6143.9995,225.5013,2,1
2,Random,3,237.0,5956.149,6015.9995,216.30801,2,1
3,Random,4,239.0,5842.9253,5888.0,209.33794,2,1
4,Random,5,251.0,5745.506,5760.0,202.42538,2,1
5,Random,6,251.0,5619.771,5631.9995,195.07153,2,1
6,Random,7,250.0,5490.6313,5504.0,191.48607,2,1
7,Random,8,251.0,5354.7417,5376.0,187.34676,2,1
8,Random,9,251.0,5232.2476,5248.0,183.8999,2,1
9,Random,10,250.0,5090.7627,5120.0,179.99965,2,1
10,Random,11,237.0,4992.929,4992.0,173.37749,2,1
11,Random,12,232.0,4863.1396,4863.9995,171.0705,2,1
12,Random,13,232.0,4740.59,4736.0,165.31458,2,1
13,Random,14,231.0,4622.4683,4608.0,163.27177,2,1
14,Random,15,227.0,4505.9897,4480.0,157.00656,2,1
15,Random,16,222.0,4367.8657,4352.0,154.20895,2,1
16,Random,17,205.0,4246.138,4224.0,150.68242,2,1
17,Random,18,207.0,4132.336,4096.0,148.84991,2,1
18,Random,19,181.0,4004.3171,3968.0005,146.02718,2,1
