,Sampling Type,Sample Size,Signal idx,class_error,rec_error,Analytic Reconstruction Error,Analytic Classification Error
8223,Classification-optimal,43,53,5.0,27.456472,-1.3411045e-07,0.0007049342
8224,Classification-optimal,43,54,5.5,43.008057,-1.3411045e-07,0.0007049342
8225,Classification-optimal,43,55,10.5,49.784042,-1.3411045e-07,0.0007049342
8226,Classification-optimal,43,56,9.0,65.30197,-1.3411045e-07,0.0007049342
8227,Classification-optimal,43,57,9.5,71.86451,-1.3411045e-07,0.0007049342
8228,Classification-optimal,43,58,9.5,69.4782,-1.3411045e-07,0.0007049342
8229,Classification-optimal,43,59,10.0,68.56398,-1.3411045e-07,0.0007049342
8230,Classification-optimal,43,60,8.5,66.45148,-1.3411045e-07,0.0007049342
8231,Classification-optimal,43,61,9.5,64.34455,-1.3411045e-07,0.0007049342
8232,Classification-optimal,43,62,8.5,49.515938,-1.3411045e-07,0.0007049342
8233,Classification-optimal,43,63,11.0,46.93679,-1.3411045e-07,0.0007049342
8234,Classification-optimal,43,64,9.5,47.99932,-1.3411045e-07,0.0007049342
8235,Classification-optimal,43,65,10.5,53.11648,-1.3411045e-07,0.0007049342
8236,Classification-optimal,43,66,9.5,55.077663,-1.3411045e-07,0.0007049342
8237,Classification-optimal,43,67,9.0,35.263844,-1.3411045e-07,0.0007049342
8238,Classification-optimal,43,68,7.5,28.269878,-1.3411045e-07,0.0007049342
8239,Classification-optimal,43,69,8.5,28.975428,-1.3411045e-07,0.0007049342
8240,Classification-optimal,43,70,9.0,16.236914,-1.3411045e-07,0.0007049342
8241,Classification-optimal,43,71,8.0,17.64905,-1.3411045e-07,0.0007049342
8242,Classification-optimal,43,72,9.5,21.32671,-1.3411045e-07,0.0007049342
8243,Classification-optimal,43,73,5.5,19.32567,-1.3411045e-07,0.0007049342
8244,Classification-optimal,43,74,2.5,18.488277,-1.3411045e-07,0.0007049342
8245,Classification-optimal,43,75,7.0,39.948494,-1.3411045e-07,0.0007049342
8246,Classification-optimal,43,76,5.5,21.132355,-1.3411045e-07,0.0007049342
8247,Classification-optimal,43,77,7.0,55.253704,-1.3411045e-07,0.0007049342
8248,Classification-optimal,43,78,5.5,45.912857,-1.3411045e-07,0.0007049342
8249,Classification-optimal,43,79,12.5,57.925217,-1.3411045e-07,0.0007049342
8250,Classification-optimal,43,80,9.5,50.269264,-1.3411045e-07,0.0007049342
8251,Classification-optimal,43,81,2.5,21.201223,-1.3411045e-07,0.0007049342
8252,Classification-optimal,43,82,6.5,5.3156347,-1.3411045e-07,0.0007049342
8253,Classification-optimal,43,83,1.5,11.781553,-1.3411045e-07,0.0007049342
8254,Classification-optimal,43,84,2.5,14.586303,-1.3411045e-07,0.0007049342
8255,Classification-optimal,43,85,2.5,14.005738,-1.3411045e-07,0.0007049342
8256,Classification-optimal,43,86,8.5,8.1909275,-1.3411045e-07,0.0007049342
8257,Classification-optimal,43,87,9.0,6.2846937,-1.3411045e-07,0.0007049342
8258,Classification-optimal,43,88,6.5,23.88105,-1.3411045e-07,0.0007049342
8259,Classification-optimal,43,89,3.5,13.665017,-1.3411045e-07,0.0007049342
8260,Classification-optimal,43,90,7.5,8.999268,-1.3411045e-07,0.0007049342
8261,Classification-optimal,43,91,5.5,21.931993,-1.3411045e-07,0.0007049342
8262,Classification-optimal,43,92,6.5,7.767482,-1.3411045e-07,0.0007049342
8263,Classification-optimal,43,93,4.5,2.5250132,-1.3411045e-07,0.0007049342
8264,Classification-optimal,43,94,2.5,4.034439,-1.3411045e-07,0.0007049342
8265,Classification-optimal,44,0,14.0,106.45953,-2.8312206e-07,0.0007504571
8266,Classification-optimal,44,1,12.5,116.98656,-2.8312206e-07,0.0007504571
8267,Classification-optimal,44,2,17.0,109.90242,-2.8312206e-07,0.0007504571
8268,Classification-optimal,44,3,15.0,113.502396,-2.8312206e-07,0.0007504571
8269,Classification-optimal,44,4,10.5,105.05261,-2.8312206e-07,0.0007504571
8270,Classification-optimal,44,5,18.5,100.48636,-2.8312206e-07,0.0007504571
8271,Classification-optimal,44,6,11.5,104.231125,-2.8312206e-07,0.0007504571
8272,Classification-optimal,44,7,14.0,99.898895,-2.8312206e-07,0.0007504571
8273,Classification-optimal,44,8,13.0,88.0421,-2.8312206e-07,0.0007504571
8274,Classification-optimal,44,9,12.5,90.034706,-2.8312206e-07,0.0007504571
8275,Classification-optimal,44,10,13.0,110.93706,-2.8312206e-07,0.0007504571
8276,Classification-optimal,44,11,7.5,115.361534,-2.8312206e-07,0.0007504571
8277,Classification-optimal,44,12,12.5,113.62481,-2.8312206e-07,0.0007504571
8278,Classification-optimal,44,13,11.5,110.22301,-2.8312206e-07,0.0007504571
8279,Classification-optimal,44,14,13.0,99.31392,-2.8312206e-07,0.0007504571
8280,Classification-optimal,44,15,14.0,81.45258,-2.8312206e-07,0.0007504571
8281,Classification-optimal,44,16,11.5,75.63237,-2.8312206e-07,0.0007504571
8282,Classification-optimal,44,17,12.5,83.818954,-2.8312206e-07,0.0007504571
8283,Classification-optimal,44,18,11.5,96.83185,-2.8312206e-07,0.0007504571
8284,Classification-optimal,44,19,12.5,89.23862,-2.8312206e-07,0.0007504571
8285,Classification-optimal,44,20,9.5,98.92954,-2.8312206e-07,0.0007504571
8286,Classification-optimal,44,21,9.5,94.58078,-2.8312206e-07,0.0007504571
8287,Classification-optimal,44,22,14.5,87.190155,-2.8312206e-07,0.0007504571
8288,Classification-optimal,44,23,10.0,74.81214,-2.8312206e-07,0.0007504571
8289,Classification-optimal,44,24,13.5,68.45859,-2.8312206e-07,0.0007504571
8290,Classification-optimal,44,25,12.5,62.925888,-2.8312206e-07,0.0007504571
8291,Classification-optimal,44,26,7.5,67.32706,-2.8312206e-07,0.0007504571
8292,Classification-optimal,44,27,11.5,70.337326,-2.8312206e-07,0.0007504571
8293,Classification-optimal,44,28,10.5,64.63827,-2.8312206e-07,0.0007504571
8294,Classification-optimal,44,29,6.5,63.23244,-2.8312206e-07,0.0007504571
8295,Classification-optimal,44,30,8.5,65.42801,-2.8312206e-07,0.0007504571
8296,Classification-optimal,44,31,11.0,104.01901,-2.8312206e-07,0.0007504571
8297,Classification-optimal,44,32,7.5,101.17999,-2.8312206e-07,0.0007504571
8298,Classification-optimal,44,33,6.5,68.33543,-2.8312206e-07,0.0007504571
8299,Classification-optimal,44,34,13.0,71.277214,-2.8312206e-07,0.0007504571
8300,Classification-optimal,44,35,11.0,56.959034,-2.8312206e-07,0.0007504571
8301,Classification-optimal,44,36,11.0,60.851227,-2.8312206e-07,0.0007504571
8302,Classification-optimal,44,37,4.0,58.320267,-2.8312206e-07,0.0007504571
8303,Classification-optimal,44,38,10.0,66.6842,-2.8312206e-07,0.0007504571
8304,Classification-optimal,44,39,11.5,55.689617,-2.8312206e-07,0.0007504571
8305,Classification-optimal,44,40,12.5,44.825253,-2.8312206e-07,0.0007504571
8306,Classification-optimal,44,41,12.5,45.729454,-2.8312206e-07,0.0007504571
8307,Classification-optimal,44,42,8.5,64.63841,-2.8312206e-07,0.0007504571
8308,Classification-optimal,44,43,12.0,72.65737,-2.8312206e-07,0.0007504571
8309,Classification-optimal,44,44,8.5,73.422775,-2.8312206e-07,0.0007504571
8310,Classification-optimal,44,45,11.0,74.34786,-2.8312206e-07,0.0007504571
8311,Classification-optimal,44,46,17.5,58.92936,-2.8312206e-07,0.0007504571
8312,Classification-optimal,44,47,15.5,55.48414,-2.8312206e-07,0.0007504571
8313,Classification-optimal,44,48,14.0,55.338535,-2.8312206e-07,0.0007504571
8314,Classification-optimal,44,49,10.5,48.524357,-2.8312206e-07,0.0007504571
8315,Classification-optimal,44,50,9.0,41.405586,-2.8312206e-07,0.0007504571
8316,Classification-optimal,44,51,7.5,41.583366,-2.8312206e-07,0.0007504571
8317,Classification-optimal,44,52,10.5,36.53685,-2.8312206e-07,0.0007504571
8318,Classification-optimal,44,53,5.0,26.401325,-2.8312206e-07,0.0007504571
8319,Classification-optimal,44,54,5.5,41.35525,-2.8312206e-07,0.0007504571
8320,Classification-optimal,44,55,11.5,47.870834,-2.8312206e-07,0.0007504571
8321,Classification-optimal,44,56,9.0,62.792404,-2.8312206e-07,0.0007504571
8322,Classification-optimal,44,57,9.5,69.10275,-2.8312206e-07,0.0007504571
8323,Classification-optimal,44,58,9.5,66.80815,-2.8312206e-07,0.0007504571
8324,Classification-optimal,44,59,10.0,65.92907,-2.8312206e-07,0.0007504571
8325,Classification-optimal,44,60,8.5,63.89775,-2.8312206e-07,0.0007504571
8326,Classification-optimal,44,61,9.5,61.87179,-2.8312206e-07,0.0007504571
8327,Classification-optimal,44,62,8.5,47.613037,-2.8312206e-07,0.0007504571
8328,Classification-optimal,44,63,11.0,45.13302,-2.8312206e-07,0.0007504571
8329,Classification-optimal,44,64,9.5,46.15471,-2.8312206e-07,0.0007504571
8330,Classification-optimal,44,65,11.5,51.07521,-2.8312206e-07,0.0007504571
8331,Classification-optimal,44,66,10.5,52.96103,-2.8312206e-07,0.0007504571
8332,Classification-optimal,44,67,9.0,33.908653,-2.8312206e-07,0.0007504571
8333,Classification-optimal,44,68,7.5,27.183464,-2.8312206e-07,0.0007504571
8334,Classification-optimal,44,69,8.5,27.861897,-2.8312206e-07,0.0007504571
8335,Classification-optimal,44,70,9.0,15.612922,-2.8312206e-07,0.0007504571
8336,Classification-optimal,44,71,7.0,16.970793,-2.8312206e-07,0.0007504571
8337,Classification-optimal,44,72,9.5,20.507126,-2.8312206e-07,0.0007504571
8338,Classification-optimal,44,73,5.5,18.582983,-2.8312206e-07,0.0007504571
8339,Classification-optimal,44,74,2.5,17.77777,-2.8312206e-07,0.0007504571
8340,Classification-optimal,44,75,5.0,38.413273,-2.8312206e-07,0.0007504571
8341,Classification-optimal,44,76,6.5,20.320234,-2.8312206e-07,0.0007504571
8342,Classification-optimal,44,77,7.0,53.130295,-2.8312206e-07,0.0007504571
8343,Classification-optimal,44,78,5.5,44.14843,-2.8312206e-07,0.0007504571
8344,Classification-optimal,44,79,12.5,55.69915,-2.8312206e-07,0.0007504571
8345,Classification-optimal,44,80,9.5,48.33742,-2.8312206e-07,0.0007504571
8346,Classification-optimal,44,81,2.5,20.386461,-2.8312206e-07,0.0007504571
8347,Classification-optimal,44,82,6.5,5.11135,-2.8312206e-07,0.0007504571
8348,Classification-optimal,44,83,1.5,11.328791,-2.8312206e-07,0.0007504571
8349,Classification-optimal,44,84,2.5,14.025746,-2.8312206e-07,0.0007504571
8350,Classification-optimal,44,85,2.5,13.467494,-2.8312206e-07,0.0007504571
8351,Classification-optimal,44,86,8.5,7.8761454,-2.8312206e-07,0.0007504571
8352,Classification-optimal,44,87,9.0,6.0431733,-2.8312206e-07,0.0007504571
8353,Classification-optimal,44,88,6.5,22.963299,-2.8312206e-07,0.0007504571
8354,Classification-optimal,44,89,3.5,13.139865,-2.8312206e-07,0.0007504571
8355,Classification-optimal,44,90,7.5,8.653423,-2.8312206e-07,0.0007504571
8356,Classification-optimal,44,91,5.5,21.089144,-2.8312206e-07,0.0007504571
8357,Classification-optimal,44,92,6.5,7.4689784,-2.8312206e-07,0.0007504571
8358,Classification-optimal,44,93,4.5,2.4279776,-2.8312206e-07,0.0007504571
8359,Classification-optimal,44,94,2.5,3.879393,-2.8312206e-07,0.0007504571
8360,Reconstruction-optimal,1,0,18.0,130.1565,7.0,19.879478
8361,Reconstruction-optimal,1,1,17.5,151.42178,7.0,19.879478
8362,Reconstruction-optimal,1,2,21.5,209.8294,7.0,19.879478
8363,Reconstruction-optimal,1,3,23.0,185.82413,7.0,19.879478
8364,Reconstruction-optimal,1,4,17.5,159.15198,7.0,19.879478
8365,Reconstruction-optimal,1,5,23.5,151.9482,7.0,19.879478
8366,Reconstruction-optimal,1,6,17.5,161.93323,7.0,19.879478
8367,Reconstruction-optimal,1,7,20.0,146.93607,7.0,19.879478
8368,Reconstruction-optimal,1,8,23.0,164.36514,7.0,19.879478
8369,Reconstruction-optimal,1,9,19.5,190.16153,7.0,19.879478
8370,Reconstruction-optimal,1,10,22.0,225.90105,7.0,19.879478
8371,Reconstruction-optimal,1,11,20.5,182.7325,7.0,19.879478
8372,Reconstruction-optimal,1,12,22.5,172.51031,7.0,19.879478
8373,Reconstruction-optimal,1,13,23.5,159.72542,7.0,19.879478
8374,Reconstruction-optimal,1,14,21.5,136.48215,7.0,19.879478
8375,Reconstruction-optimal,1,15,24.0,151.12671,7.0,19.879478
8376,Reconstruction-optimal,1,16,20.5,105.43802,7.0,19.879478
8377,Reconstruction-optimal,1,17,22.5,180.32742,7.0,19.879478
8378,Reconstruction-optimal,1,18,25.5,208.84607,7.0,19.879478
8379,Reconstruction-optimal,1,19,20.5,128.5398,7.0,19.879478
8380,Reconstruction-optimal,1,20,27.5,200.60715,7.0,19.879478
8381,Reconstruction-optimal,1,21,20.5,135.72177,7.0,19.879478
8382,Reconstruction-optimal,1,22,20.5,111.73561,7.0,19.879478
8383,Reconstruction-optimal,1,23,21.5,133.20355,7.0,19.879478
8384,Reconstruction-optimal,1,24,22.5,177.0795,7.0,19.879478
8385,Reconstruction-optimal,1,25,21.5,188.58989,7.0,19.879478
8386,Reconstruction-optimal,1,26,20.5,248.22668,7.0,19.879478
8387,Reconstruction-optimal,1,27,23.5,467.50903,7.0,19.879478
8388,Reconstruction-optimal,1,28,25.5,333.53836,7.0,19.879478
8389,Reconstruction-optimal,1,29,26.5,291.59772,7.0,19.879478
8390,Reconstruction-optimal,1,30,22.5,168.8184,7.0,19.879478
8391,Reconstruction-optimal,1,31,23.0,224.76376,7.0,19.879478
8392,Reconstruction-optimal,1,32,17.5,239.79904,7.0,19.879478
8393,Reconstruction-optimal,1,33,20.5,258.06165,7.0,19.879478
8394,Reconstruction-optimal,1,34,21.5,152.83365,7.0,19.879478
8395,Reconstruction-optimal,1,35,22.0,122.17115,7.0,19.879478
8396,Reconstruction-optimal,1,36,24.0,145.69284,7.0,19.879478
8397,Reconstruction-optimal,1,37,24.0,182.68085,7.0,19.879478
8398,Reconstruction-optimal,1,38,22.0,245.01099,7.0,19.879478
8399,Reconstruction-optimal,1,39,22.5,237.62398,7.0,19.879478
8400,Reconstruction-optimal,1,40,22.5,149.37106,7.0,19.879478
8401,Reconstruction-optimal,1,41,22.5,150.67862,7.0,19.879478
8402,Reconstruction-optimal,1,42,20.5,200.6825,7.0,19.879478
8403,Reconstruction-optimal,1,43,23.0,124.91997,7.0,19.879478
8404,Reconstruction-optimal,1,44,22.5,104.48732,7.0,19.879478
8405,Reconstruction-optimal,1,45,23.0,129.10626,7.0,19.879478
8406,Reconstruction-optimal,1,46,20.5,78.03664,7.0,19.879478
8407,Reconstruction-optimal,1,47,19.5,88.2361,7.0,19.879478
8408,Reconstruction-optimal,1,48,21.5,247.90778,7.0,19.879478
8409,Reconstruction-optimal,1,49,18.5,180.91302,7.0,19.879478
8410,Reconstruction-optimal,1,50,25.0,89.62547,7.0,19.879478
8411,Reconstruction-optimal,1,51,22.5,81.052216,7.0,19.879478
8412,Reconstruction-optimal,1,52,25.5,183.63545,7.0,19.879478
8413,Reconstruction-optimal,1,53,24.0,286.85684,7.0,19.879478
8414,Reconstruction-optimal,1,54,20.5,154.95851,7.0,19.879478
8415,Reconstruction-optimal,1,55,21.5,83.55969,7.0,19.879478
8416,Reconstruction-optimal,1,56,23.0,176.81183,7.0,19.879478
8417,Reconstruction-optimal,1,57,25.5,205.60889,7.0,19.879478
8418,Reconstruction-optimal,1,58,24.5,183.789,7.0,19.879478
8419,Reconstruction-optimal,1,59,23.0,180.8603,7.0,19.879478
8420,Reconstruction-optimal,1,60,25.5,341.25995,7.0,19.879478
8421,Reconstruction-optimal,1,61,25.5,380.09534,7.0,19.879478
8422,Reconstruction-optimal,1,62,25.5,382.23605,7.0,19.879478
8423,Reconstruction-optimal,1,63,25.0,252.07938,7.0,19.879478
8424,Reconstruction-optimal,1,64,28.5,274.31757,7.0,19.879478
8425,Reconstruction-optimal,1,65,24.5,140.35619,7.0,19.879478
8426,Reconstruction-optimal,1,66,22.5,174.50095,7.0,19.879478
8427,Reconstruction-optimal,1,67,21.0,64.026115,7.0,19.879478
8428,Reconstruction-optimal,1,68,15.5,74.69064,7.0,19.879478
8429,Reconstruction-optimal,1,69,23.5,104.90887,7.0,19.879478
8430,Reconstruction-optimal,1,70,25.0,154.37132,7.0,19.879478
8431,Reconstruction-optimal,1,71,17.0,40.270435,7.0,19.879478
8432,Reconstruction-optimal,1,72,17.5,61.35661,7.0,19.879478
8433,Reconstruction-optimal,1,73,21.5,84.80287,7.0,19.879478
8434,Reconstruction-optimal,1,74,26.5,215.33765,7.0,19.879478
8435,Reconstruction-optimal,1,75,29.0,262.83182,7.0,19.879478
8436,Reconstruction-optimal,1,76,23.5,225.69221,7.0,19.879478
8437,Reconstruction-optimal,1,77,28.0,366.06378,7.0,19.879478
8438,Reconstruction-optimal,1,78,27.5,345.71057,7.0,19.879478
8439,Reconstruction-optimal,1,79,22.5,214.38553,7.0,19.879478
8440,Reconstruction-optimal,1,80,28.5,390.10248,7.0,19.879478
8441,Reconstruction-optimal,1,81,21.5,412.71313,7.0,19.879478
8442,Reconstruction-optimal,1,82,24.5,323.05695,7.0,19.879478
8443,Reconstruction-optimal,1,83,26.5,595.9167,7.0,19.879478
8444,Reconstruction-optimal,1,84,26.5,669.739,7.0,19.879478
8445,Reconstruction-optimal,1,85,27.5,571.3318,7.0,19.879478
8446,Reconstruction-optimal,1,86,24.5,466.9063,7.0,19.879478
8447,Reconstruction-optimal,1,87,24.0,266.38116,7.0,19.879478
8448,Reconstruction-optimal,1,88,22.5,406.51105,7.0,19.879478
8449,Reconstruction-optimal,1,89,26.5,553.49176,7.0,19.879478
8450,Reconstruction-optimal,1,90,23.5,182.80484,7.0,19.879478
8451,Reconstruction-optimal,1,91,27.5,309.60834,7.0,19.879478
8452,Reconstruction-optimal,1,92,26.5,198.43732,7.0,19.879478
8453,Reconstruction-optimal,1,93,21.5,194.46185,7.0,19.879478
8454,Reconstruction-optimal,1,94,20.5,508.83313,7.0,19.879478
8455,Reconstruction-optimal,2,0,24.0,166.3706,6.0,16.698751
8456,Reconstruction-optimal,2,1,21.5,198.33795,6.0,16.698751
8457,Reconstruction-optimal,2,2,29.0,253.77505,6.0,16.698751
8458,Reconstruction-optimal,2,3,24.0,229.4581,6.0,16.698751
8459,Reconstruction-optimal,2,4,25.5,196.86511,6.0,16.698751
8460,Reconstruction-optimal,2,5,25.5,189.7525,6.0,16.698751
8461,Reconstruction-optimal,2,6,24.5,203.37308,6.0,16.698751
8462,Reconstruction-optimal,2,7,26.0,187.05505,6.0,16.698751
8463,Reconstruction-optimal,2,8,30.0,199.61581,6.0,16.698751
8464,Reconstruction-optimal,2,9,26.5,226.29979,6.0,16.698751
8465,Reconstruction-optimal,2,10,28.0,270.3731,6.0,16.698751
8466,Reconstruction-optimal,2,11,21.5,227.896,6.0,16.698751
8467,Reconstruction-optimal,2,12,23.5,218.12965,6.0,16.698751
8468,Reconstruction-optimal,2,13,24.5,204.05624,6.0,16.698751
8469,Reconstruction-optimal,2,14,26.0,166.10031,6.0,16.698751
8470,Reconstruction-optimal,2,15,28.0,183.89618,6.0,16.698751
8471,Reconstruction-optimal,2,16,25.5,135.86884,6.0,16.698751
8472,Reconstruction-optimal,2,17,25.5,211.0017,6.0,16.698751
8473,Reconstruction-optimal,2,18,27.5,242.83118,6.0,16.698751
8474,Reconstruction-optimal,2,19,23.5,162.40445,6.0,16.698751
8475,Reconstruction-optimal,2,20,26.5,231.88602,6.0,16.698751
8476,Reconstruction-optimal,2,21,23.5,173.76929,6.0,16.698751
8477,Reconstruction-optimal,2,22,24.5,143.97458,6.0,16.698751
8478,Reconstruction-optimal,2,23,29.0,161.19733,6.0,16.698751
8479,Reconstruction-optimal,2,24,29.5,204.6,6.0,16.698751
8480,Reconstruction-optimal,2,25,28.5,213.56265,6.0,16.698751
8481,Reconstruction-optimal,2,26,23.5,274.8402,6.0,16.698751
8482,Reconstruction-optimal,2,27,28.5,495.54312,6.0,16.698751
8483,Reconstruction-optimal,2,28,26.5,357.57697,6.0,16.698751
8484,Reconstruction-optimal,2,29,26.5,313.0818,6.0,16.698751
8485,Reconstruction-optimal,2,30,29.5,194.2814,6.0,16.698751
8486,Reconstruction-optimal,2,31,25.0,257.52505,6.0,16.698751
8487,Reconstruction-optimal,2,32,27.5,277.53802,6.0,16.698751
8488,Reconstruction-optimal,2,33,18.5,275.2765,6.0,16.698751
8489,Reconstruction-optimal,2,34,31.0,177.581,6.0,16.698751
8490,Reconstruction-optimal,2,35,30.0,144.431,6.0,16.698751
8491,Reconstruction-optimal,2,36,28.0,169.92197,6.0,16.698751
8492,Reconstruction-optimal,2,37,27.0,202.55885,6.0,16.698751
8493,Reconstruction-optimal,2,38,28.0,271.7608,6.0,16.698751
8494,Reconstruction-optimal,2,39,29.5,259.56366,6.0,16.698751
8495,Reconstruction-optimal,2,40,30.5,167.39801,6.0,16.698751
8496,Reconstruction-optimal,2,41,29.5,169.07193,6.0,16.698751
8497,Reconstruction-optimal,2,42,23.5,226.32422,6.0,16.698751
8498,Reconstruction-optimal,2,43,25.0,152.5279,6.0,16.698751
8499,Reconstruction-optimal,2,44,21.5,132.78839,6.0,16.698751
8500,Reconstruction-optimal,2,45,25.0,157.89038,6.0,16.698751
8501,Reconstruction-optimal,2,46,24.5,101.74268,6.0,16.698751
8502,Reconstruction-optimal,2,47,25.5,109.543564,6.0,16.698751
8503,Reconstruction-optimal,2,48,31.0,269.9118,6.0,16.698751
8504,Reconstruction-optimal,2,49,25.5,199.79314,6.0,16.698751
8505,Reconstruction-optimal,2,50,27.0,106.213104,6.0,16.698751
8506,Reconstruction-optimal,2,51,29.5,97.75462,6.0,16.698751
8507,Reconstruction-optimal,2,52,26.5,197.25204,6.0,16.698751
8508,Reconstruction-optimal,2,53,25.0,295.5141,6.0,16.698751
8509,Reconstruction-optimal,2,54,22.5,155.48422,6.0,16.698751
8510,Reconstruction-optimal,2,55,25.5,102.33609,6.0,16.698751
8511,Reconstruction-optimal,2,56,23.0,201.95494,6.0,16.698751
8512,Reconstruction-optimal,2,57,23.5,233.11089,6.0,16.698751
8513,Reconstruction-optimal,2,58,23.5,210.11404,6.0,16.698751
8514,Reconstruction-optimal,2,59,27.0,207.10776,6.0,16.698751
8515,Reconstruction-optimal,2,60,26.5,364.29797,6.0,16.698751
8516,Reconstruction-optimal,2,61,26.5,400.23935,6.0,16.698751
8517,Reconstruction-optimal,2,62,26.5,400.72723,6.0,16.698751
8518,Reconstruction-optimal,2,63,27.0,268.24994,6.0,16.698751
8519,Reconstruction-optimal,2,64,23.5,288.414,6.0,16.698751
8520,Reconstruction-optimal,2,65,25.5,160.90735,6.0,16.698751
8521,Reconstruction-optimal,2,66,23.5,195.76564,6.0,16.698751
8522,Reconstruction-optimal,2,67,26.0,77.62306,6.0,16.698751
8523,Reconstruction-optimal,2,68,18.5,76.279305,6.0,16.698751
8524,Reconstruction-optimal,2,69,26.5,106.74336,6.0,16.698751
8525,Reconstruction-optimal,2,70,25.0,160.57054,6.0,16.698751
8526,Reconstruction-optimal,2,71,25.0,45.958492,6.0,16.698751
8527,Reconstruction-optimal,2,72,27.5,68.457855,6.0,16.698751
8528,Reconstruction-optimal,2,73,22.5,91.83171,6.0,16.698751
8529,Reconstruction-optimal,2,74,22.5,209.26863,6.0,16.698751
8530,Reconstruction-optimal,2,75,21.0,273.60004,6.0,16.698751
8531,Reconstruction-optimal,2,76,26.5,233.26382,6.0,16.698751
8532,Reconstruction-optimal,2,77,24.0,380.83286,6.0,16.698751
8533,Reconstruction-optimal,2,78,24.5,359.17368,6.0,16.698751
8534,Reconstruction-optimal,2,79,25.5,235.05457,6.0,16.698751
8535,Reconstruction-optimal,2,80,21.5,403.46234,6.0,16.698751
8536,Reconstruction-optimal,2,81,14.5,409.46307,6.0,16.698751
8537,Reconstruction-optimal,2,82,22.5,324.09494,6.0,16.698751
8538,Reconstruction-optimal,2,83,21.5,591.16846,6.0,16.698751
8539,Reconstruction-optimal,2,84,22.5,665.04956,6.0,16.698751
8540,Reconstruction-optimal,2,85,23.5,575.14294,6.0,16.698751
8541,Reconstruction-optimal,2,86,23.5,469.8739,6.0,16.698751
8542,Reconstruction-optimal,2,87,26.0,268.81198,6.0,16.698751
8543,Reconstruction-optimal,2,88,23.5,414.7089,6.0,16.698751
8544,Reconstruction-optimal,2,89,22.5,554.02246,6.0,16.698751
8545,Reconstruction-optimal,2,90,25.5,186.03265,6.0,16.698751
8546,Reconstruction-optimal,2,91,26.5,316.11783,6.0,16.698751
8547,Reconstruction-optimal,2,92,25.5,201.40645,6.0,16.698751
8548,Reconstruction-optimal,2,93,18.5,194.25975,6.0,16.698751
8549,Reconstruction-optimal,2,94,17.5,508.01443,6.0,16.698751
8550,Reconstruction-optimal,3,0,21.0,173.36034,4.9999995,14.501171
8551,Reconstruction-optimal,3,1,21.5,205.80829,4.9999995,14.501171
8552,Reconstruction-optimal,3,2,23.0,254.25665,4.9999995,14.501171
8553,Reconstruction-optimal,3,3,20.0,230.322,4.9999995,14.501171
8554,Reconstruction-optimal,3,4,20.5,197.33698,4.9999995,14.501171
8555,Reconstruction-optimal,3,5,23.5,195.14795,4.9999995,14.501171
8556,Reconstruction-optimal,3,6,20.5,186.66962,4.9999995,14.501171
8557,Reconstruction-optimal,3,7,21.0,170.41818,4.9999995,14.501171
8558,Reconstruction-optimal,3,8,23.0,166.20624,4.9999995,14.501171
8559,Reconstruction-optimal,3,9,20.5,194.84381,4.9999995,14.501171
8560,Reconstruction-optimal,3,10,23.0,241.9997,4.9999995,14.501171
8561,Reconstruction-optimal,3,11,15.5,213.73193,4.9999995,14.501171
8562,Reconstruction-optimal,3,12,17.5,219.57895,4.9999995,14.501171
8563,Reconstruction-optimal,3,13,23.5,211.25867,4.9999995,14.501171
8564,Reconstruction-optimal,3,14,21.0,168.41408,4.9999995,14.501171
8565,Reconstruction-optimal,3,15,21.0,158.14108,4.9999995,14.501171
8566,Reconstruction-optimal,3,16,15.5,130.06573,4.9999995,14.501171
8567,Reconstruction-optimal,3,17,21.5,181.09178,4.9999995,14.501171
8568,Reconstruction-optimal,3,18,20.5,220.59097,4.9999995,14.501171
8569,Reconstruction-optimal,3,19,19.5,154.92128,4.9999995,14.501171
8570,Reconstruction-optimal,3,20,20.5,223.71597,4.9999995,14.501171
8571,Reconstruction-optimal,3,21,16.5,166.9993,4.9999995,14.501171
8572,Reconstruction-optimal,3,22,20.5,139.08734,4.9999995,14.501171
8573,Reconstruction-optimal,3,23,20.0,131.99829,4.9999995,14.501171
8574,Reconstruction-optimal,3,24,24.5,152.76428,4.9999995,14.501171
8575,Reconstruction-optimal,3,25,22.5,196.3122,4.9999995,14.501171
8576,Reconstruction-optimal,3,26,18.5,267.291,4.9999995,14.501171
8577,Reconstruction-optimal,3,27,22.5,421.55774,4.9999995,14.501171
8578,Reconstruction-optimal,3,28,21.5,303.20633,4.9999995,14.501171
8579,Reconstruction-optimal,3,29,20.5,273.5882,4.9999995,14.501171
8580,Reconstruction-optimal,3,30,23.5,167.48804,4.9999995,14.501171
8581,Reconstruction-optimal,3,31,25.0,264.0768,4.9999995,14.501171
8582,Reconstruction-optimal,3,32,21.5,270.53772,4.9999995,14.501171
8583,Reconstruction-optimal,3,33,18.5,238.87308,4.9999995,14.501171
8584,Reconstruction-optimal,3,34,24.0,163.30075,4.9999995,14.501171
8585,Reconstruction-optimal,3,35,24.0,128.51407,4.9999995,14.501171
8586,Reconstruction-optimal,3,36,23.0,151.95671,4.9999995,14.501171
8587,Reconstruction-optimal,3,37,20.0,176.55243,4.9999995,14.501171
8588,Reconstruction-optimal,3,38,22.0,235.22678,4.9999995,14.501171
