,Sampling Type,Sample Size,Signal idx,class_error,rec_error,Analytic Reconstruction Error,Analytic Classification Error
4603,Classification-optimal,5,43,11.0,362.2636,3.0,7.0456066
4604,Classification-optimal,5,44,21.5,373.2383,3.0,7.0456066
4605,Classification-optimal,5,45,13.0,375.14026,3.0,7.0456066
4606,Classification-optimal,5,46,14.5,302.81982,3.0,7.0456066
4607,Classification-optimal,5,47,13.5,284.72232,3.0,7.0456066
4608,Classification-optimal,5,48,17.0,298.6969,3.0,7.0456066
4609,Classification-optimal,5,49,19.5,260.16043,3.0,7.0456066
4610,Classification-optimal,5,50,22.0,226.95909,3.0,7.0456066
4611,Classification-optimal,5,51,19.5,217.63936,3.0,7.0456066
4612,Classification-optimal,5,52,24.5,271.8994,3.0,7.0456066
4613,Classification-optimal,5,53,19.0,288.12482,3.0,7.0456066
4614,Classification-optimal,5,54,17.5,230.55716,3.0,7.0456066
4615,Classification-optimal,5,55,18.5,235.8617,3.0,7.0456066
4616,Classification-optimal,5,56,20.0,328.1795,3.0,7.0456066
4617,Classification-optimal,5,57,23.5,358.65573,3.0,7.0456066
4618,Classification-optimal,5,58,23.5,357.74866,3.0,7.0456066
4619,Classification-optimal,5,59,24.0,359.0483,3.0,7.0456066
4620,Classification-optimal,5,60,24.5,374.6681,3.0,7.0456066
4621,Classification-optimal,5,61,24.5,336.64984,3.0,7.0456066
4622,Classification-optimal,5,62,24.5,295.30402,3.0,7.0456066
4623,Classification-optimal,5,63,24.0,249.84158,3.0,7.0456066
4624,Classification-optimal,5,64,24.5,247.98927,3.0,7.0456066
4625,Classification-optimal,5,65,23.5,260.11618,3.0,7.0456066
4626,Classification-optimal,5,66,18.5,271.4735,3.0,7.0456066
4627,Classification-optimal,5,67,16.0,178.87607,3.0,7.0456066
4628,Classification-optimal,5,68,14.5,162.55673,3.0,7.0456066
4629,Classification-optimal,5,69,9.5,176.40204,3.0,7.0456066
4630,Classification-optimal,5,70,28.0,200.99963,3.0,7.0456066
4631,Classification-optimal,5,71,15.0,102.44008,3.0,7.0456066
4632,Classification-optimal,5,72,11.5,105.936676,3.0,7.0456066
4633,Classification-optimal,5,73,19.5,111.35878,3.0,7.0456066
4634,Classification-optimal,5,74,18.5,185.67168,3.0,7.0456066
4635,Classification-optimal,5,75,27.0,236.64128,3.0,7.0456066
4636,Classification-optimal,5,76,19.5,195.40408,3.0,7.0456066
4637,Classification-optimal,5,77,23.0,346.17413,3.0,7.0456066
4638,Classification-optimal,5,78,23.5,311.90598,3.0,7.0456066
4639,Classification-optimal,5,79,21.5,302.6091,3.0,7.0456066
4640,Classification-optimal,5,80,25.5,408.41058,3.0,7.0456066
4641,Classification-optimal,5,81,16.5,222.85718,3.0,7.0456066
4642,Classification-optimal,5,82,15.5,297.39096,3.0,7.0456066
4643,Classification-optimal,5,83,7.5,361.12115,3.0,7.0456066
4644,Classification-optimal,5,84,12.5,295.0947,3.0,7.0456066
4645,Classification-optimal,5,85,13.5,222.14012,3.0,7.0456066
4646,Classification-optimal,5,86,16.5,166.25296,3.0,7.0456066
4647,Classification-optimal,5,87,22.0,168.5677,3.0,7.0456066
4648,Classification-optimal,5,88,18.5,266.07318,3.0,7.0456066
4649,Classification-optimal,5,89,9.5,342.25198,3.0,7.0456066
4650,Classification-optimal,5,90,17.5,128.8808,3.0,7.0456066
4651,Classification-optimal,5,91,25.5,189.19861,3.0,7.0456066
4652,Classification-optimal,5,92,25.5,106.96203,3.0,7.0456066
4653,Classification-optimal,5,93,14.5,68.434746,3.0,7.0456066
4654,Classification-optimal,5,94,14.5,165.7118,3.0,7.0456066
4655,Classification-optimal,6,0,18.0,585.97614,1.9999998,4.574941
4656,Classification-optimal,6,1,11.5,643.61224,1.9999998,4.574941
4657,Classification-optimal,6,2,11.0,612.4253,1.9999998,4.574941
4658,Classification-optimal,6,3,13.0,631.15155,1.9999998,4.574941
4659,Classification-optimal,6,4,10.5,585.0129,1.9999998,4.574941
4660,Classification-optimal,6,5,14.5,557.3554,1.9999998,4.574941
4661,Classification-optimal,6,6,11.5,597.36255,1.9999998,4.574941
4662,Classification-optimal,6,7,15.0,579.28625,1.9999998,4.574941
4663,Classification-optimal,6,8,13.0,531.92773,1.9999998,4.574941
4664,Classification-optimal,6,9,10.5,537.6288,1.9999998,4.574941
4665,Classification-optimal,6,10,12.0,657.00653,1.9999998,4.574941
4666,Classification-optimal,6,11,16.5,659.7941,1.9999998,4.574941
4667,Classification-optimal,6,12,12.5,636.02356,1.9999998,4.574941
4668,Classification-optimal,6,13,14.5,604.7758,1.9999998,4.574941
4669,Classification-optimal,6,14,16.0,551.5866,1.9999998,4.574941
4670,Classification-optimal,6,15,21.0,493.2908,1.9999998,4.574941
4671,Classification-optimal,6,16,13.5,429.74902,1.9999998,4.574941
4672,Classification-optimal,6,17,16.5,510.46835,1.9999998,4.574941
4673,Classification-optimal,6,18,20.5,577.2605,1.9999998,4.574941
4674,Classification-optimal,6,19,16.5,515.0349,1.9999998,4.574941
4675,Classification-optimal,6,20,19.5,579.896,1.9999998,4.574941
4676,Classification-optimal,6,21,13.5,535.425,1.9999998,4.574941
4677,Classification-optimal,6,22,14.5,489.33386,1.9999998,4.574941
4678,Classification-optimal,6,23,16.0,453.31323,1.9999998,4.574941
4679,Classification-optimal,6,24,17.5,453.98962,1.9999998,4.574941
4680,Classification-optimal,6,25,13.5,372.25037,1.9999998,4.574941
4681,Classification-optimal,6,26,14.5,384.84943,1.9999998,4.574941
4682,Classification-optimal,6,27,15.5,498.62933,1.9999998,4.574941
4683,Classification-optimal,6,28,19.5,456.94183,1.9999998,4.574941
4684,Classification-optimal,6,29,21.5,426.24103,1.9999998,4.574941
4685,Classification-optimal,6,30,15.5,403.44965,1.9999998,4.574941
4686,Classification-optimal,6,31,14.0,584.27795,1.9999998,4.574941
4687,Classification-optimal,6,32,11.5,582.3925,1.9999998,4.574941
4688,Classification-optimal,6,33,18.5,445.6679,1.9999998,4.574941
4689,Classification-optimal,6,34,15.0,416.69818,1.9999998,4.574941
4690,Classification-optimal,6,35,15.0,341.39722,1.9999998,4.574941
4691,Classification-optimal,6,36,17.0,365.25348,1.9999998,4.574941
4692,Classification-optimal,6,37,15.0,364.22043,1.9999998,4.574941
4693,Classification-optimal,6,38,19.0,427.88782,1.9999998,4.574941
4694,Classification-optimal,6,39,15.5,382.9103,1.9999998,4.574941
4695,Classification-optimal,6,40,16.5,293.49503,1.9999998,4.574941
4696,Classification-optimal,6,41,16.5,323.98846,1.9999998,4.574941
4697,Classification-optimal,6,42,14.5,374.29504,1.9999998,4.574941
4698,Classification-optimal,6,43,12.0,403.28284,1.9999998,4.574941
4699,Classification-optimal,6,44,17.5,410.92502,1.9999998,4.574941
4700,Classification-optimal,6,45,13.0,417.13086,1.9999998,4.574941
4701,Classification-optimal,6,46,16.5,335.344,1.9999998,4.574941
4702,Classification-optimal,6,47,15.5,315.66595,1.9999998,4.574941
4703,Classification-optimal,6,48,15.0,328.9532,1.9999998,4.574941
4704,Classification-optimal,6,49,15.5,274.23126,1.9999998,4.574941
4705,Classification-optimal,6,50,18.0,247.02402,1.9999998,4.574941
4706,Classification-optimal,6,51,15.5,239.534,1.9999998,4.574941
4707,Classification-optimal,6,52,19.5,270.75327,1.9999998,4.574941
4708,Classification-optimal,6,53,17.0,301.51428,1.9999998,4.574941
4709,Classification-optimal,6,54,11.5,248.70555,1.9999998,4.574941
4710,Classification-optimal,6,55,14.5,262.8974,1.9999998,4.574941
4711,Classification-optimal,6,56,16.0,354.5477,1.9999998,4.574941
4712,Classification-optimal,6,57,19.5,392.7687,1.9999998,4.574941
4713,Classification-optimal,6,58,18.5,381.69522,1.9999998,4.574941
4714,Classification-optimal,6,59,20.0,383.59467,1.9999998,4.574941
4715,Classification-optimal,6,60,21.5,391.75793,1.9999998,4.574941
4716,Classification-optimal,6,61,21.5,355.89267,1.9999998,4.574941
4717,Classification-optimal,6,62,19.5,310.76675,1.9999998,4.574941
4718,Classification-optimal,6,63,20.0,261.89844,1.9999998,4.574941
4719,Classification-optimal,6,64,20.5,272.97382,1.9999998,4.574941
4720,Classification-optimal,6,65,19.5,287.57645,1.9999998,4.574941
4721,Classification-optimal,6,66,14.5,298.66312,1.9999998,4.574941
4722,Classification-optimal,6,67,12.0,197.8817,1.9999998,4.574941
4723,Classification-optimal,6,68,15.5,176.51767,1.9999998,4.574941
4724,Classification-optimal,6,69,10.5,192.06221,1.9999998,4.574941
4725,Classification-optimal,6,70,21.0,204.0139,1.9999998,4.574941
4726,Classification-optimal,6,71,17.0,112.01538,1.9999998,4.574941
4727,Classification-optimal,6,72,8.5,117.43895,1.9999998,4.574941
4728,Classification-optimal,6,73,15.5,118.0828,1.9999998,4.574941
4729,Classification-optimal,6,74,14.5,193.24052,1.9999998,4.574941
4730,Classification-optimal,6,75,22.0,223.10298,1.9999998,4.574941
4731,Classification-optimal,6,76,17.5,202.60562,1.9999998,4.574941
4732,Classification-optimal,6,77,18.0,309.4666,1.9999998,4.574941
4733,Classification-optimal,6,78,19.5,270.24927,1.9999998,4.574941
4734,Classification-optimal,6,79,18.5,310.20538,1.9999998,4.574941
4735,Classification-optimal,6,80,19.5,286.7361,1.9999998,4.574941
4736,Classification-optimal,6,81,12.5,225.51277,1.9999998,4.574941
4737,Classification-optimal,6,82,12.5,299.3786,1.9999998,4.574941
4738,Classification-optimal,6,83,6.5,311.54352,1.9999998,4.574941
4739,Classification-optimal,6,84,14.5,267.7173,1.9999998,4.574941
4740,Classification-optimal,6,85,18.5,198.38626,1.9999998,4.574941
4741,Classification-optimal,6,86,15.5,157.90445,1.9999998,4.574941
4742,Classification-optimal,6,87,20.0,169.47285,1.9999998,4.574941
4743,Classification-optimal,6,88,14.5,249.76039,1.9999998,4.574941
4744,Classification-optimal,6,89,6.5,327.48224,1.9999998,4.574941
4745,Classification-optimal,6,90,14.5,126.59819,1.9999998,4.574941
4746,Classification-optimal,6,91,19.5,160.65344,1.9999998,4.574941
4747,Classification-optimal,6,92,20.5,92.21267,1.9999998,4.574941
4748,Classification-optimal,6,93,13.5,54.08235,1.9999998,4.574941
4749,Classification-optimal,6,94,12.5,76.852776,1.9999998,4.574941
4750,Classification-optimal,7,0,18.0,756.8825,0.99999964,2.2907398
4751,Classification-optimal,7,1,12.5,831.42285,0.99999964,2.2907398
4752,Classification-optimal,7,2,12.0,782.0923,0.99999964,2.2907398
4753,Classification-optimal,7,3,12.0,806.95135,0.99999964,2.2907398
4754,Classification-optimal,7,4,10.5,745.5814,0.99999964,2.2907398
4755,Classification-optimal,7,5,14.5,716.6022,0.99999964,2.2907398
4756,Classification-optimal,7,6,11.5,739.97797,0.99999964,2.2907398
4757,Classification-optimal,7,7,15.0,716.26685,0.99999964,2.2907398
4758,Classification-optimal,7,8,14.0,637.3312,0.99999964,2.2907398
4759,Classification-optimal,7,9,10.5,647.3913,0.99999964,2.2907398
4760,Classification-optimal,7,10,13.0,805.61633,0.99999964,2.2907398
4761,Classification-optimal,7,11,15.5,819.85114,0.99999964,2.2907398
4762,Classification-optimal,7,12,13.5,814.59937,0.99999964,2.2907398
4763,Classification-optimal,7,13,15.5,781.736,0.99999964,2.2907398
4764,Classification-optimal,7,14,16.0,704.53046,0.99999964,2.2907398
4765,Classification-optimal,7,15,21.0,588.8057,0.99999964,2.2907398
4766,Classification-optimal,7,16,13.5,540.48004,0.99999964,2.2907398
4767,Classification-optimal,7,17,14.5,615.43774,0.99999964,2.2907398
4768,Classification-optimal,7,18,18.5,701.8591,0.99999964,2.2907398
4769,Classification-optimal,7,19,14.5,647.92523,0.99999964,2.2907398
4770,Classification-optimal,7,20,19.5,724.75696,0.99999964,2.2907398
4771,Classification-optimal,7,21,13.5,673.03516,0.99999964,2.2907398
4772,Classification-optimal,7,22,14.5,619.66864,0.99999964,2.2907398
4773,Classification-optimal,7,23,15.0,542.9414,0.99999964,2.2907398
4774,Classification-optimal,7,24,17.5,510.88873,0.99999964,2.2907398
4775,Classification-optimal,7,25,12.5,448.61765,0.99999964,2.2907398
4776,Classification-optimal,7,26,14.5,477.65576,0.99999964,2.2907398
4777,Classification-optimal,7,27,16.5,528.3387,0.99999964,2.2907398
4778,Classification-optimal,7,28,19.5,498.223,0.99999964,2.2907398
4779,Classification-optimal,7,29,19.5,478.05252,0.99999964,2.2907398
4780,Classification-optimal,7,30,14.5,479.02515,0.99999964,2.2907398
4781,Classification-optimal,7,31,15.0,751.2556,0.99999964,2.2907398
4782,Classification-optimal,7,32,10.5,724.27716,0.99999964,2.2907398
4783,Classification-optimal,7,33,14.5,484.84863,0.99999964,2.2907398
4784,Classification-optimal,7,34,14.0,509.04178,0.99999964,2.2907398
4785,Classification-optimal,7,35,14.0,410.10733,0.99999964,2.2907398
4786,Classification-optimal,7,36,16.0,441.5912,0.99999964,2.2907398
4787,Classification-optimal,7,37,14.0,419.8715,0.99999964,2.2907398
4788,Classification-optimal,7,38,19.0,491.47693,0.99999964,2.2907398
4789,Classification-optimal,7,39,14.5,422.0802,0.99999964,2.2907398
4790,Classification-optimal,7,40,16.5,333.1075,0.99999964,2.2907398
4791,Classification-optimal,7,41,16.5,340.15536,0.99999964,2.2907398
4792,Classification-optimal,7,42,15.5,462.53415,0.99999964,2.2907398
4793,Classification-optimal,7,43,12.0,516.04004,0.99999964,2.2907398
4794,Classification-optimal,7,44,16.5,520.8015,0.99999964,2.2907398
4795,Classification-optimal,7,45,13.0,532.7615,0.99999964,2.2907398
4796,Classification-optimal,7,46,16.5,419.6225,0.99999964,2.2907398
4797,Classification-optimal,7,47,14.5,393.93353,0.99999964,2.2907398
4798,Classification-optimal,7,48,15.0,394.18225,0.99999964,2.2907398
4799,Classification-optimal,7,49,14.5,344.5411,0.99999964,2.2907398
4800,Classification-optimal,7,50,18.0,301.51822,0.99999964,2.2907398
4801,Classification-optimal,7,51,14.5,299.6322,0.99999964,2.2907398
4802,Classification-optimal,7,52,18.5,283.7427,0.99999964,2.2907398
4803,Classification-optimal,7,53,12.0,209.2919,0.99999964,2.2907398
4804,Classification-optimal,7,54,10.5,293.52512,0.99999964,2.2907398
4805,Classification-optimal,7,55,14.5,339.57516,0.99999964,2.2907398
4806,Classification-optimal,7,56,15.0,448.69922,0.99999964,2.2907398
4807,Classification-optimal,7,57,19.5,497.92285,0.99999964,2.2907398
4808,Classification-optimal,7,58,19.5,486.94058,0.99999964,2.2907398
4809,Classification-optimal,7,59,20.0,479.03937,0.99999964,2.2907398
4810,Classification-optimal,7,60,20.5,481.8413,0.99999964,2.2907398
4811,Classification-optimal,7,61,19.5,447.06586,0.99999964,2.2907398
4812,Classification-optimal,7,62,20.5,365.52402,0.99999964,2.2907398
4813,Classification-optimal,7,63,18.0,330.47128,0.99999964,2.2907398
4814,Classification-optimal,7,64,21.5,342.74567,0.99999964,2.2907398
4815,Classification-optimal,7,65,19.5,367.1042,0.99999964,2.2907398
4816,Classification-optimal,7,66,14.5,379.36087,0.99999964,2.2907398
4817,Classification-optimal,7,67,12.0,244.53992,0.99999964,2.2907398
4818,Classification-optimal,7,68,14.5,193.02649,0.99999964,2.2907398
4819,Classification-optimal,7,69,9.5,200.08795,0.99999964,2.2907398
4820,Classification-optimal,7,70,18.0,126.69072,0.99999964,2.2907398
4821,Classification-optimal,7,71,16.0,120.94472,0.99999964,2.2907398
4822,Classification-optimal,7,72,8.5,146.21768,0.99999964,2.2907398
4823,Classification-optimal,7,73,13.5,141.48622,0.99999964,2.2907398
4824,Classification-optimal,7,74,11.5,171.12453,0.99999964,2.2907398
4825,Classification-optimal,7,75,24.0,284.77078,0.99999964,2.2907398
4826,Classification-optimal,7,76,13.5,163.73888,0.99999964,2.2907398
4827,Classification-optimal,7,77,19.0,388.9549,0.99999964,2.2907398
4828,Classification-optimal,7,78,21.5,333.19562,0.99999964,2.2907398
4829,Classification-optimal,7,79,17.5,399.4368,0.99999964,2.2907398
4830,Classification-optimal,7,80,21.5,362.16754,0.99999964,2.2907398
4831,Classification-optimal,7,81,8.5,156.0786,0.99999964,2.2907398
4832,Classification-optimal,7,82,8.5,102.920555,0.99999964,2.2907398
4833,Classification-optimal,7,83,7.5,191.83008,0.99999964,2.2907398
4834,Classification-optimal,7,84,10.5,186.21832,0.99999964,2.2907398
4835,Classification-optimal,7,85,14.5,141.52238,0.99999964,2.2907398
4836,Classification-optimal,7,86,11.5,80.93917,0.99999964,2.2907398
4837,Classification-optimal,7,87,15.0,66.201195,0.99999964,2.2907398
4838,Classification-optimal,7,88,13.5,194.82693,0.99999964,2.2907398
4839,Classification-optimal,7,89,9.5,221.95453,0.99999964,2.2907398
4840,Classification-optimal,7,90,11.5,82.67427,0.99999964,2.2907398
4841,Classification-optimal,7,91,18.5,173.0453,0.99999964,2.2907398
4842,Classification-optimal,7,92,19.5,72.72612,0.99999964,2.2907398
4843,Classification-optimal,7,93,12.5,20.91004,0.99999964,2.2907398
4844,Classification-optimal,7,94,11.5,40.90729,0.99999964,2.2907398
4845,Classification-optimal,8,0,20.0,10957.822,-3.6537647e-05,0.00026532664
4846,Classification-optimal,8,1,13.5,12041.292,-3.6537647e-05,0.00026532664
4847,Classification-optimal,8,2,13.0,11312.185,-3.6537647e-05,0.00026532664
4848,Classification-optimal,8,3,14.0,11682.721,-3.6537647e-05,0.00026532664
4849,Classification-optimal,8,4,12.5,10813.013,-3.6537647e-05,0.00026532664
4850,Classification-optimal,8,5,16.5,10342.9375,-3.6537647e-05,0.00026532664
4851,Classification-optimal,8,6,12.5,10728.427,-3.6537647e-05,0.00026532664
4852,Classification-optimal,8,7,16.0,10282.606,-3.6537647e-05,0.00026532664
4853,Classification-optimal,8,8,15.0,9062.1,-3.6537647e-05,0.00026532664
4854,Classification-optimal,8,9,11.5,9267.16,-3.6537647e-05,0.00026532664
4855,Classification-optimal,8,10,14.0,11418.62,-3.6537647e-05,0.00026532664
4856,Classification-optimal,8,11,17.5,11874.086,-3.6537647e-05,0.00026532664
4857,Classification-optimal,8,12,14.5,11695.302,-3.6537647e-05,0.00026532664
4858,Classification-optimal,8,13,16.5,11345.159,-3.6537647e-05,0.00026532664
4859,Classification-optimal,8,14,18.0,10222.289,-3.6537647e-05,0.00026532664
4860,Classification-optimal,8,15,23.0,8383.848,-3.6537647e-05,0.00026532664
4861,Classification-optimal,8,16,14.5,7784.7925,-3.6537647e-05,0.00026532664
4862,Classification-optimal,8,17,16.5,8627.418,-3.6537647e-05,0.00026532664
4863,Classification-optimal,8,18,20.5,9966.808,-3.6537647e-05,0.00026532664
4864,Classification-optimal,8,19,16.5,9185.289,-3.6537647e-05,0.00026532664
4865,Classification-optimal,8,20,22.5,10182.752,-3.6537647e-05,0.00026532664
4866,Classification-optimal,8,21,14.5,9735.111,-3.6537647e-05,0.00026532664
4867,Classification-optimal,8,22,16.5,8974.42,-3.6537647e-05,0.00026532664
4868,Classification-optimal,8,23,17.0,7700.3643,-3.6537647e-05,0.00026532664
4869,Classification-optimal,8,24,18.5,7046.405,-3.6537647e-05,0.00026532664
4870,Classification-optimal,8,25,14.5,6476.8955,-3.6537647e-05,0.00026532664
4871,Classification-optimal,8,26,15.5,6929.918,-3.6537647e-05,0.00026532664
4872,Classification-optimal,8,27,16.5,7239.7544,-3.6537647e-05,0.00026532664
4873,Classification-optimal,8,28,18.5,6653.155,-3.6537647e-05,0.00026532664
4874,Classification-optimal,8,29,19.5,6508.4966,-3.6537647e-05,0.00026532664
4875,Classification-optimal,8,30,16.5,6734.425,-3.6537647e-05,0.00026532664
4876,Classification-optimal,8,31,18.0,10706.615,-3.6537647e-05,0.00026532664
4877,Classification-optimal,8,32,11.5,10414.375,-3.6537647e-05,0.00026532664
4878,Classification-optimal,8,33,15.5,7033.715,-3.6537647e-05,0.00026532664
4879,Classification-optimal,8,34,16.0,7336.5176,-3.6537647e-05,0.00026532664
4880,Classification-optimal,8,35,16.0,5862.7446,-3.6537647e-05,0.00026532664
4881,Classification-optimal,8,36,18.0,6263.354,-3.6537647e-05,0.00026532664
4882,Classification-optimal,8,37,15.0,6002.8467,-3.6537647e-05,0.00026532664
4883,Classification-optimal,8,38,20.0,6863.737,-3.6537647e-05,0.00026532664
4884,Classification-optimal,8,39,16.5,5732.0957,-3.6537647e-05,0.00026532664
4885,Classification-optimal,8,40,16.5,4613.819,-3.6537647e-05,0.00026532664
4886,Classification-optimal,8,41,16.5,4706.8896,-3.6537647e-05,0.00026532664
4887,Classification-optimal,8,42,15.5,6653.1665,-3.6537647e-05,0.00026532664
4888,Classification-optimal,8,43,14.0,7478.565,-3.6537647e-05,0.00026532664
4889,Classification-optimal,8,44,18.5,7557.343,-3.6537647e-05,0.00026532664
4890,Classification-optimal,8,45,15.0,7652.554,-3.6537647e-05,0.00026532664
4891,Classification-optimal,8,46,17.5,6065.557,-3.6537647e-05,0.00026532664
4892,Classification-optimal,8,47,16.5,5710.926,-3.6537647e-05,0.00026532664
4893,Classification-optimal,8,48,16.0,5695.9272,-3.6537647e-05,0.00026532664
4894,Classification-optimal,8,49,16.5,4994.567,-3.6537647e-05,0.00026532664
4895,Classification-optimal,8,50,19.0,4261.8384,-3.6537647e-05,0.00026532664
4896,Classification-optimal,8,51,16.5,4280.1484,-3.6537647e-05,0.00026532664
4897,Classification-optimal,8,52,19.5,3760.7048,-3.6537647e-05,0.00026532664
4898,Classification-optimal,8,53,13.0,2717.4468,-3.6537647e-05,0.00026532664
4899,Classification-optimal,8,54,12.5,4256.654,-3.6537647e-05,0.00026532664
4900,Classification-optimal,8,55,16.5,4927.3154,-3.6537647e-05,0.00026532664
4901,Classification-optimal,8,56,17.0,6463.1694,-3.6537647e-05,0.00026532664
4902,Classification-optimal,8,57,20.5,7112.697,-3.6537647e-05,0.00026532664
4903,Classification-optimal,8,58,20.5,6876.527,-3.6537647e-05,0.00026532664
4904,Classification-optimal,8,59,21.0,6786.021,-3.6537647e-05,0.00026532664
4905,Classification-optimal,8,60,21.5,6576.9443,-3.6537647e-05,0.00026532664
4906,Classification-optimal,8,61,20.5,6368.4067,-3.6537647e-05,0.00026532664
4907,Classification-optimal,8,62,20.5,4900.7573,-3.6537647e-05,0.00026532664
4908,Classification-optimal,8,63,20.0,4645.5024,-3.6537647e-05,0.00026532664
4909,Classification-optimal,8,64,21.5,4750.665,-3.6537647e-05,0.00026532664
4910,Classification-optimal,8,65,20.5,5257.148,-3.6537647e-05,0.00026532664
4911,Classification-optimal,8,66,15.5,5451.2417,-3.6537647e-05,0.00026532664
4912,Classification-optimal,8,67,13.0,3490.1921,-3.6537647e-05,0.00026532664
4913,Classification-optimal,8,68,16.5,2797.9644,-3.6537647e-05,0.00026532664
4914,Classification-optimal,8,69,10.5,2867.7937,-3.6537647e-05,0.00026532664
4915,Classification-optimal,8,70,18.0,1607.0209,-3.6537647e-05,0.00026532664
4916,Classification-optimal,8,71,18.0,1746.7896,-3.6537647e-05,0.00026532664
4917,Classification-optimal,8,72,10.5,2110.7803,-3.6537647e-05,0.00026532664
4918,Classification-optimal,8,73,13.5,1912.7322,-3.6537647e-05,0.00026532664
4919,Classification-optimal,8,74,14.5,1829.8469,-3.6537647e-05,0.00026532664
4920,Classification-optimal,8,75,25.0,3953.849,-3.6537647e-05,0.00026532664
4921,Classification-optimal,8,76,15.5,2091.5342,-3.6537647e-05,0.00026532664
4922,Classification-optimal,8,77,20.0,5468.657,-3.6537647e-05,0.00026532664
4923,Classification-optimal,8,78,21.5,4544.1504,-3.6537647e-05,0.00026532664
4924,Classification-optimal,8,79,19.5,5733.0576,-3.6537647e-05,0.00026532664
4925,Classification-optimal,8,80,22.5,4975.3467,-3.6537647e-05,0.00026532664
4926,Classification-optimal,8,81,9.5,2098.3574,-3.6537647e-05,0.00026532664
4927,Classification-optimal,8,82,9.5,526.1011,-3.6537647e-05,0.00026532664
4928,Classification-optimal,8,83,9.5,1166.0638,-3.6537647e-05,0.00026532664
4929,Classification-optimal,8,84,12.5,1443.6609,-3.6537647e-05,0.00026532664
4930,Classification-optimal,8,85,14.5,1386.1951,-3.6537647e-05,0.00026532664
4931,Classification-optimal,8,86,11.5,810.68604,-3.6537647e-05,0.00026532664
4932,Classification-optimal,8,87,15.0,622.0192,-3.6537647e-05,0.00026532664
4933,Classification-optimal,8,88,13.5,2363.585,-3.6537647e-05,0.00026532664
4934,Classification-optimal,8,89,9.5,1352.4707,-3.6537647e-05,0.00026532664
4935,Classification-optimal,8,90,11.5,890.6892,-3.6537647e-05,0.00026532664
4936,Classification-optimal,8,91,19.5,2170.6914,-3.6537647e-05,0.00026532664
4937,Classification-optimal,8,92,19.5,768.7814,-3.6537647e-05,0.00026532664
4938,Classification-optimal,8,93,12.5,249.90884,-3.6537647e-05,0.00026532664
4939,Classification-optimal,8,94,11.5,399.3048,-3.6537647e-05,0.00026532664
4940,Classification-optimal,9,0,17.0,9290.521,-1.4945865e-05,0.0
4941,Classification-optimal,9,1,13.5,10209.135,-1.4945865e-05,0.0
4942,Classification-optimal,9,2,14.0,9590.958,-1.4945865e-05,0.0
4943,Classification-optimal,9,3,14.0,9905.13,-1.4945865e-05,0.0
4944,Classification-optimal,9,4,12.5,9167.752,-1.4945865e-05,0.0
4945,Classification-optimal,9,5,20.5,8769.193,-1.4945865e-05,0.0
4946,Classification-optimal,9,6,14.5,9096.021,-1.4945865e-05,0.0
4947,Classification-optimal,9,7,16.0,8718.057,-1.4945865e-05,0.0
4948,Classification-optimal,9,8,15.0,7683.2334,-1.4945865e-05,0.0
4949,Classification-optimal,9,9,11.5,7857.1196,-1.4945865e-05,0.0
4950,Classification-optimal,9,10,15.0,9681.1875,-1.4945865e-05,0.0
4951,Classification-optimal,9,11,17.5,10067.363,-1.4945865e-05,0.0
4952,Classification-optimal,9,12,16.5,9915.779,-1.4945865e-05,0.0
4953,Classification-optimal,9,13,16.5,9618.902,-1.4945865e-05,0.0
4954,Classification-optimal,9,14,18.0,8666.913,-1.4945865e-05,0.0
4955,Classification-optimal,9,15,23.0,7108.184,-1.4945865e-05,0.0
4956,Classification-optimal,9,16,14.5,6600.2974,-1.4945865e-05,0.0
4957,Classification-optimal,9,17,18.5,7314.696,-1.4945865e-05,0.0
4958,Classification-optimal,9,18,20.5,8450.283,-1.4945865e-05,0.0
4959,Classification-optimal,9,19,16.5,7787.683,-1.4945865e-05,0.0
4960,Classification-optimal,9,20,22.5,8633.372,-1.4945865e-05,0.0
4961,Classification-optimal,9,21,14.5,8253.854,-1.4945865e-05,0.0
4962,Classification-optimal,9,22,14.5,7608.921,-1.4945865e-05,0.0
4963,Classification-optimal,9,23,18.0,6528.7065,-1.4945865e-05,0.0
4964,Classification-optimal,9,24,18.5,5974.255,-1.4945865e-05,0.0
4965,Classification-optimal,9,25,14.5,5491.3867,-1.4945865e-05,0.0
4966,Classification-optimal,9,26,15.5,5875.477,-1.4945865e-05,0.0
4967,Classification-optimal,9,27,16.5,6138.172,-1.4945865e-05,0.0
4968,Classification-optimal,9,28,18.5,5640.8213,-1.4945865e-05,0.0
4969,Classification-optimal,9,29,19.5,5518.165,-1.4945865e-05,0.0
4970,Classification-optimal,9,30,16.5,5709.736,-1.4945865e-05,0.0
4971,Classification-optimal,9,31,18.0,9077.509,-1.4945865e-05,0.0
4972,Classification-optimal,9,32,11.5,8829.767,-1.4945865e-05,0.0
4973,Classification-optimal,9,33,15.5,5963.5034,-1.4945865e-05,0.0
4974,Classification-optimal,9,34,17.0,6220.218,-1.4945865e-05,0.0
4975,Classification-optimal,9,35,16.0,4970.6934,-1.4945865e-05,0.0
4976,Classification-optimal,9,36,18.0,5310.341,-1.4945865e-05,0.0
4977,Classification-optimal,9,37,15.0,5089.472,-1.4945865e-05,0.0
4978,Classification-optimal,9,38,20.0,5819.3613,-1.4945865e-05,0.0
