index,Sampling Criterion,Sample Size,τ,graph_id
0,MMSE,1,0.10681376555387627,0
1,MMSE,2,0.11526551493008014,0
2,MMSE,3,0.11806584424490131,0
3,MMSE,4,0.11852150841318525,0
4,MMSE,5,0.12107058367602673,0
5,MMSE,6,0.12819534197696852,0
6,MMSE,7,0.1292480612285434,0
7,MMSE,8,0.1332950351052226,0
8,MMSE,9,0.13554545458469763,0
9,MMSE,10,0.14376121056858687,0
10,MMSE,11,0.1457802720376728,0
11,MMSE,12,0.1485136642856336,0
12,MMSE,13,0.1524705638983857,0
13,MMSE,14,0.15527290334118254,0
14,MMSE,15,0.15636105788689497,0
15,MMSE,16,0.16546520473986562,0
16,MMSE,17,0.16801150101579798,0
17,MMSE,18,0.1915636605392084,0
18,MMSE,19,0.19402050482801628,0
19,MMSE,20,0.20228297182346147,0
20,MMSE,21,0.2243140408365985,0
21,MMSE,22,0.2290794304456753,0
22,MMSE,23,0.23285714408764732,0
23,MMSE,24,0.23513913873800263,0
24,MMSE,25,0.23901610350957297,0
25,MMSE,26,0.26211179179129546,0
26,MMSE,27,0.2938407920122515,0
27,MMSE,28,0.2974811811549671,0
28,MMSE,29,0.3139361378158305,0
29,MMSE,30,0.3935957512211402,0
30,MMSE,31,0.4542508419604637,0
31,MMSE,32,0.5170701891698102,0
32,MMSE,33,0.5197154680638633,0
33,MMSE,34,0.5425100771736879,0
34,MMSE,35,0.5690399699208399,0
35,MMSE,36,0.5843767142176418,0
36,MMSE,37,0.7451522642183079,0
37,MMSE,38,0.80273102556783,0
38,MMSE,39,0.9819999219216499,0
39,MMSE,40,0.9935818458760821,0
40,MMSE,41,1.2401527873432427,0
41,MMSE,42,1.4988057326111004,0
42,MMSE,43,1.744075749869046,0
43,MMSE,44,1.9079389179140378,0
44,MMSE,45,2.0737074444670727,0
45,MMSE,46,2.107833299190037,0
46,MMSE,47,2.4833081039556304,0
47,MMSE,48,3.0031095162298698,0
48,MMSE,49,5.729204779420843,0
49,MMSE,50,7.215636374762915,0
50,MMSE,51,-5.369344138155884,0
51,MMSE,52,-3.939242094026071,0
52,MMSE,53,-2.267054271400184,0
53,MMSE,54,-2.2417683194268703,0
54,MMSE,55,-1.667605529113149,0
55,MMSE,56,-1.5747495737394672,0
56,MMSE,57,-1.2860041911236322,0
57,MMSE,58,-1.0970472353729037,0
58,MMSE,59,-1.0529485638882932,0
59,MMSE,60,-0.7986255125409685,0
60,MMSE,61,-0.7015285425201853,0
61,MMSE,62,-0.67856247312792,0
