index,Sampling Criterion,Sample Size,τ,graph_id
19,WMSE,20,0.19301195045930583,0
20,WMSE,21,0.2239508461871992,0
21,WMSE,22,0.22807894788624877,0
22,WMSE,23,0.21685291300616286,0
23,WMSE,24,0.259124907620766,0
24,WMSE,25,0.2605968584401403,0
25,WMSE,26,0.3153508623731128,0
26,WMSE,27,0.31837099184466305,0
27,WMSE,28,0.2936496611416992,0
28,WMSE,29,0.32389647640056296,0
29,WMSE,30,0.38385271471556875,0
30,WMSE,31,0.38803399272462114,0
31,WMSE,32,0.3164602497690751,0
32,WMSE,33,0.4234651792603003,0
33,WMSE,34,0.40109153981789375,0
34,WMSE,35,0.39736971904657564,0
35,WMSE,36,0.4836052157055349,0
36,WMSE,37,0.4925706700390009,0
37,WMSE,38,0.5419303900742407,0
38,WMSE,39,0.8004693798732717,0
39,WMSE,40,0.8944963985057982,0
40,WMSE,41,0.7183470000148404,0
41,WMSE,42,0.7986281102287449,0
42,WMSE,43,1.1173976932299752,0
43,WMSE,44,1.3515248185044215,0
44,WMSE,45,1.3775790648903266,0
45,WMSE,46,2.139534222498941,0
46,WMSE,47,2.452486742168921,0
47,WMSE,48,2.6779580128388347,0
48,WMSE,49,4.515818275387656,0
49,WMSE,50,6.5791773819759385,0
50,WMSE,51,-3.9871732547013266,0
51,WMSE,52,-2.646422456630563,0
52,WMSE,53,-1.6349428693352024,0
53,WMSE,54,-1.640593020010084,0
54,WMSE,55,-0.3448974505920148,0
55,WMSE,56,-0.12124587418807095,0
56,WMSE,57,-0.5906190926700049,0
57,WMSE,58,-0.2346537257298678,0
58,WMSE,59,-0.211407194907315,0
59,WMSE,60,-0.48486157538951885,0
60,WMSE,61,-0.3805421721159149,0
61,WMSE,62,-0.5730705068017017,0
62,WMSE,63,-1.3025119697847145,0
63,WMSE,64,-0.56497628603,0
64,WMSE,65,-0.320732246700544,0
65,WMSE,66,-0.8695394923316343,0
66,WMSE,67,-0.24475874690622845,0
67,WMSE,68,-0.14157239435517965,0
68,WMSE,69,-0.20450901667131802,0
69,WMSE,70,-0.34923061722339244,0
70,WMSE,71,-0.5746902174232872,0
71,WMSE,72,-0.14165409095659812,0
72,WMSE,73,-0.5377257800486575,0
73,WMSE,74,-0.1958584871120678,0
74,WMSE,75,-0.20348509942153611,0
75,WMSE,76,-0.15668330799551314,0
76,WMSE,77,-0.1184576809370185,0
77,WMSE,78,-0.08902264550329164,0
78,WMSE,79,-0.32137279964115917,0
79,WMSE,80,-0.11084968782007536,0
80,WMSE,81,-0.2448890544437745,0
81,WMSE,82,-0.09084463875336724,0
82,WMSE,83,-0.12363183150360726,0
83,WMSE,84,-0.06172200273440751,0
84,WMSE,85,-0.2575840147661722,0
85,WMSE,86,-0.08114656130487105,0
86,WMSE,87,-0.08957831558682301,0
87,WMSE,88,-0.037793834335641915,0
88,WMSE,89,-0.17126848597454228,0
89,WMSE,90,-0.020999686048955368,0
90,WMSE,91,-0.43679737192312584,0
91,WMSE,92,-0.05378474975334768,0
92,WMSE,93,-0.3125502911147464,0
93,WMSE,94,-0.06378503599027852,0
94,WMSE,95,-0.052419914405197686,0
95,WMSE,96,-0.03715226521711088,0
96,WMSE,97,-0.03315523072916449,0
97,WMSE,98,-0.07775216856190355,0
98,WMSE,99,-0.2161742994957166,0
99,WMSE,100,-0.017561962234717045,0
0,W. Random,1,0.16108279397123904,0
1,W. Random,2,0.7954513704318424,0
2,W. Random,3,0.9311605269966352,0
3,W. Random,4,3.0078160906743854,0
4,W. Random,5,1.5662498508906382,0
5,W. Random,6,0.4514564683900758,0
6,W. Random,7,3.1950717156385395,0
7,W. Random,8,4.046626972031056,0
8,W. Random,9,9.185807312681572,0
9,W. Random,10,5.619577583495269,0
10,W. Random,11,4.23324694600376,0
11,W. Random,12,1.754349504337449,0
12,W. Random,13,1.96394944213244,0
13,W. Random,14,3.132205824924273,0
14,W. Random,15,1.4525985505718495,0
15,W. Random,16,1.0558069965269055,0
16,W. Random,17,1.1720408949418641,0
17,W. Random,18,2.478214925459747,0
18,W. Random,19,5.450049138069147,0
19,W. Random,20,2.0328012606885864,0
20,W. Random,21,2.1488098603480354,0
21,W. Random,22,4.102633148248333,0
22,W. Random,23,6.486084254230638,0
23,W. Random,24,4.605410055978802,0
24,W. Random,25,3.0603879903468965,0
25,W. Random,26,2.304906951006103,0
