Graph,Sampling Criterion,μ,Sample Size,log MSE,log MSE bound
0,WMSE,0.0001,36,4.215904,6.000719644844547
0,WMSE,0.0001,37,4.2379985,5.997021271684597
0,WMSE,0.0001,38,4.2575297,5.992799892846391
0,WMSE,0.0001,39,4.285453,5.985622466872155
0,WMSE,0.0001,40,4.289647,5.9753138084397746
0,WMSE,0.0001,41,4.3180366,5.9605678354926415
0,WMSE,0.0001,42,4.334398,5.940769585981005
0,WMSE,0.0001,43,4.363181,5.919669452223756
0,WMSE,0.0001,44,4.362472,5.8455687280942445
0,WMSE,0.0001,45,4.3799458,5.51790237041044
0,WMSE,0.01,1,4.3668747,8.49589393980756
0,WMSE,0.01,2,3.7977257,7.84772609695112
0,WMSE,0.01,3,3.9010875,7.482286113761703
0,WMSE,0.01,4,3.9911141,7.2298128799719175
0,WMSE,0.01,5,3.9923477,7.044006873034162
0,WMSE,0.01,6,4.0242944,6.899137972068942
0,WMSE,0.01,7,3.9655747,6.781707701601965
0,WMSE,0.01,8,3.9210248,6.683904442616828
0,WMSE,0.01,9,3.9186702,6.600331478016674
0,WMSE,0.01,10,3.9126673,6.528572159003141
0,WMSE,0.01,11,3.879602,6.466697503482261
0,WMSE,0.01,12,3.884502,6.412738737185318
0,WMSE,0.01,13,3.8843012,6.365428292163512
0,WMSE,0.01,14,3.889953,6.3235456606424165
0,WMSE,0.01,15,3.9067936,6.286390602396574
0,WMSE,0.01,16,3.9205728,6.253320156463625
0,WMSE,0.01,17,3.9190872,6.22379461146183
0,WMSE,0.01,18,3.9269428,6.1973987036916265
0,WMSE,0.01,19,3.9452045,6.173733638259779
0,WMSE,0.01,20,3.9595194,6.152516807013191
0,WMSE,0.01,21,3.9740894,6.133491046265462
0,WMSE,0.01,22,3.985804,6.116429968695582
0,WMSE,0.01,23,3.974839,6.101135033326733
0,WMSE,0.01,24,3.9999185,6.087432027007901
0,WMSE,0.01,25,4.0081654,6.075167909698151
0,WMSE,0.01,26,3.9900777,6.064206107272076
0,WMSE,0.01,27,4.0327697,6.054421219120658
0,WMSE,0.01,28,4.0238233,6.0456917222313935
0,WMSE,0.01,29,4.0534053,6.037879079272043
0,WMSE,0.01,30,4.0743165,6.030920241461394
0,WMSE,0.01,31,4.0985403,6.024689256172206
0,WMSE,0.01,32,4.100835,6.01910048178112
0,WMSE,0.01,33,4.121821,6.014043746202774
0,WMSE,0.01,34,4.132893,6.009248425968776
0,WMSE,0.01,35,4.154797,6.004877012139636
0,WMSE,0.01,36,4.164905,6.000719644844547
0,WMSE,0.01,37,4.190029,5.997021271684597
0,WMSE,0.01,38,4.1979423,5.992799892846391
0,WMSE,0.01,39,4.2182097,5.985622466872155
0,WMSE,0.01,40,4.2269435,5.9753138084397746
0,WMSE,0.01,41,4.228219,5.9605678354926415
0,WMSE,0.01,42,4.273571,5.940769585981005
0,WMSE,0.01,43,4.2692285,5.919669452223756
0,WMSE,0.01,44,4.28849,5.8455687280942445
0,WMSE,0.01,45,4.3193965,5.51790237041044
0,WMSE,1.0,1,4.3351607,8.49589393980756
0,WMSE,1.0,2,3.736658,7.84772609695112
0,WMSE,1.0,3,3.6270125,7.482286113761703
0,WMSE,1.0,4,3.429496,7.2298128799719175
0,WMSE,1.0,5,3.3426595,7.044006873034162
0,WMSE,1.0,6,3.218844,6.899137972068942
0,WMSE,1.0,7,3.1279314,6.781707701601965
0,WMSE,1.0,8,3.097857,6.683904442616828
0,WMSE,1.0,9,3.052134,6.600331478016674
0,WMSE,1.0,10,3.0356293,6.528572159003141
0,WMSE,1.0,11,2.9221091,6.466697503482261
0,WMSE,1.0,12,2.9132922,6.412738737185318
0,WMSE,1.0,13,2.9278963,6.365428292163512
0,WMSE,1.0,14,2.88637,6.3235456606424165
0,WMSE,1.0,15,2.8071232,6.286390602396574
0,WMSE,1.0,16,2.840618,6.253320156463625
0,WMSE,1.0,17,2.7498271,6.22379461146183
0,WMSE,1.0,18,2.738726,6.1973987036916265
0,WMSE,1.0,19,2.746423,6.173733638259779
0,WMSE,1.0,20,2.7015069,6.152516807013191
0,WMSE,1.0,21,2.7160757,6.133491046265462
0,WMSE,1.0,22,2.7025225,6.116429968695582
0,WMSE,1.0,23,2.7057118,6.101135033326733
0,WMSE,1.0,24,2.7161539,6.087432027007901
0,WMSE,1.0,25,2.684671,6.075167909698151
0,WMSE,1.0,26,2.6290047,6.064206107272076
0,WMSE,1.0,27,2.5989192,6.054421219120658
0,WMSE,1.0,28,2.6332653,6.0456917222313935
0,WMSE,1.0,29,2.6183822,6.037879079272043
0,WMSE,1.0,30,2.6032164,6.030920241461394
0,WMSE,1.0,31,2.6059637,6.024689256172206
0,WMSE,1.0,32,2.5583217,6.01910048178112
0,WMSE,1.0,33,2.5657043,6.014043746202774
0,WMSE,1.0,34,2.5553222,6.009248425968776
0,WMSE,1.0,35,2.552734,6.004877012139636
0,WMSE,1.0,36,2.5247786,6.000719644844547
0,WMSE,1.0,37,2.5191698,5.997021271684597
0,WMSE,1.0,38,2.5368352,5.992799892846391
0,WMSE,1.0,39,2.5026872,5.985622466872155
0,WMSE,1.0,40,2.5035782,5.9753138084397746
0,WMSE,1.0,41,2.4979334,5.9605678354926415
0,WMSE,1.0,42,2.5279987,5.940769585981005
0,WMSE,1.0,43,2.490764,5.919669452223756
0,WMSE,1.0,44,2.4864383,5.8455687280942445
0,WMSE,1.0,45,2.4883351,5.51790237041044
0,Uniform Random,0.0001,1,4.318953,8.49589393980756
0,Uniform Random,0.0001,2,4.0862656,7.84772609695112
0,Uniform Random,0.0001,3,3.8409815,7.482286113761703
0,Uniform Random,0.0001,4,3.8877122,7.2298128799719175
0,Uniform Random,0.0001,5,3.9394097,7.044006873034162
0,Uniform Random,0.0001,6,3.9150987,6.899137972068942
0,Uniform Random,0.0001,7,3.9333239,6.781707701601965
0,Uniform Random,0.0001,8,3.896498,6.683904442616828
0,Uniform Random,0.0001,9,3.924048,6.600331478016674
0,Uniform Random,0.0001,10,3.9281383,6.528572159003141
0,Uniform Random,0.0001,11,3.8678288,6.466697503482261
0,Uniform Random,0.0001,12,3.9028447,6.412738737185318
0,Uniform Random,0.0001,13,3.891381,6.365428292163512
0,Uniform Random,0.0001,14,3.9864585,6.3235456606424165
0,Uniform Random,0.0001,15,3.9156756,6.286390602396574
0,Uniform Random,0.0001,16,3.9471726,6.253320156463625
0,Uniform Random,0.0001,17,3.957903,6.22379461146183
0,Uniform Random,0.0001,18,3.9957693,6.1973987036916265
0,Uniform Random,0.0001,19,4.0218644,6.173733638259779
0,Uniform Random,0.0001,20,4.0203314,6.152516807013191
0,Uniform Random,0.0001,21,4.0235353,6.133491046265462
0,Uniform Random,0.0001,22,4.020391,6.116429968695582
0,Uniform Random,0.0001,23,4.00089,6.101135033326733
0,Uniform Random,0.0001,24,4.0372267,6.087432027007901
0,Uniform Random,0.0001,25,4.0436325,6.075167909698151
0,Uniform Random,0.0001,26,4.0481014,6.064206107272076
0,Uniform Random,0.0001,27,4.066668,6.054421219120658
0,Uniform Random,0.0001,28,4.099338,6.0456917222313935
0,Uniform Random,0.0001,29,4.116317,6.037879079272043
0,Uniform Random,0.0001,30,4.1343317,6.030920241461394
0,Uniform Random,0.0001,31,4.168164,6.024689256172206
0,Uniform Random,0.0001,32,4.1818075,6.01910048178112
0,Uniform Random,0.0001,33,4.180745,6.014043746202774
0,Uniform Random,0.0001,34,4.192872,6.009248425968776
0,Uniform Random,0.0001,35,4.201839,6.004877012139636
0,Uniform Random,0.0001,36,4.2280626,6.000719644844547
0,Uniform Random,0.0001,37,4.241167,5.997021271684597
0,Uniform Random,0.0001,38,4.25852,5.992799892846391
0,Uniform Random,0.0001,39,4.2769303,5.985622466872155
0,Uniform Random,0.0001,40,4.2878757,5.9753138084397746
0,Uniform Random,0.0001,41,4.3223944,5.9605678354926415
0,Uniform Random,0.0001,42,4.334354,5.940769585981005
0,Uniform Random,0.0001,43,4.349438,5.919669452223756
0,Uniform Random,0.0001,44,4.36433,5.8455687280942445
0,Uniform Random,0.0001,45,4.377283,5.51790237041044
0,Uniform Random,0.01,1,4.2973843,8.49589393980756
0,Uniform Random,0.01,2,3.8051405,7.84772609695112
0,Uniform Random,0.01,3,3.8065255,7.482286113761703
0,Uniform Random,0.01,4,3.8654737,7.2298128799719175
0,Uniform Random,0.01,5,3.823656,7.044006873034162
0,Uniform Random,0.01,6,3.9486573,6.899137972068942
0,Uniform Random,0.01,7,3.9453378,6.781707701601965
0,Uniform Random,0.01,8,3.8980777,6.683904442616828
0,Uniform Random,0.01,9,3.9008253,6.600331478016674
0,Uniform Random,0.01,10,3.901068,6.528572159003141
0,Uniform Random,0.01,11,3.911431,6.466697503482261
0,Uniform Random,0.01,12,3.8549175,6.412738737185318
0,Uniform Random,0.01,13,3.8422725,6.365428292163512
0,Uniform Random,0.01,14,3.8644824,6.3235456606424165
0,Uniform Random,0.01,15,3.8629541,6.286390602396574
0,Uniform Random,0.01,16,3.8649404,6.253320156463625
0,Uniform Random,0.01,17,3.9465835,6.22379461146183
0,Uniform Random,0.01,18,3.9585602,6.1973987036916265
0,Uniform Random,0.01,19,3.9794478,6.173733638259779
0,Uniform Random,0.01,20,3.98422,6.152516807013191
0,Uniform Random,0.01,21,4.0019436,6.133491046265462
0,Uniform Random,0.01,22,3.9665487,6.116429968695582
0,Uniform Random,0.01,23,3.9944868,6.101135033326733
0,Uniform Random,0.01,24,4.0017176,6.087432027007901
0,Uniform Random,0.01,25,4.038586,6.075167909698151
0,Uniform Random,0.01,26,4.0488815,6.064206107272076
0,Uniform Random,0.01,27,4.0254498,6.054421219120658
0,Uniform Random,0.01,28,4.072036,6.0456917222313935
0,Uniform Random,0.01,29,4.091435,6.037879079272043
0,Uniform Random,0.01,30,4.093525,6.030920241461394
0,Uniform Random,0.01,31,4.103844,6.024689256172206
0,Uniform Random,0.01,32,4.0962396,6.01910048178112
0,Uniform Random,0.01,33,4.12839,6.014043746202774
0,Uniform Random,0.01,34,4.129427,6.009248425968776
0,Uniform Random,0.01,35,4.1486945,6.004877012139636
0,Uniform Random,0.01,36,4.1671824,6.000719644844547
0,Uniform Random,0.01,37,4.186712,5.997021271684597
0,Uniform Random,0.01,38,4.190382,5.992799892846391
0,Uniform Random,0.01,39,4.203536,5.985622466872155
0,Uniform Random,0.01,40,4.2356324,5.9753138084397746
0,Uniform Random,0.01,41,4.2387586,5.9605678354926415
0,Uniform Random,0.01,42,4.253112,5.940769585981005
0,Uniform Random,0.01,43,4.282154,5.919669452223756
0,Uniform Random,0.01,44,4.2895627,5.8455687280942445
0,Uniform Random,0.01,45,4.3088126,5.51790237041044
0,Uniform Random,1.0,1,4.326754,8.49589393980756
0,Uniform Random,1.0,2,3.7333257,7.84772609695112
0,Uniform Random,1.0,3,3.6349618,7.482286113761703
0,Uniform Random,1.0,4,3.392952,7.2298128799719175
0,Uniform Random,1.0,5,3.3132346,7.044006873034162
0,Uniform Random,1.0,6,3.1909957,6.899137972068942
0,Uniform Random,1.0,7,3.1699765,6.781707701601965
0,Uniform Random,1.0,8,3.156122,6.683904442616828
0,Uniform Random,1.0,9,3.0314655,6.600331478016674
0,Uniform Random,1.0,10,3.015184,6.528572159003141
0,Uniform Random,1.0,11,3.0214758,6.466697503482261
0,Uniform Random,1.0,12,2.9859166,6.412738737185318
0,Uniform Random,1.0,13,2.960401,6.365428292163512
0,Uniform Random,1.0,14,2.881974,6.3235456606424165
0,Uniform Random,1.0,15,2.82879,6.286390602396574
0,Uniform Random,1.0,16,2.7640045,6.253320156463625
0,Uniform Random,1.0,17,2.7695758,6.22379461146183
0,Uniform Random,1.0,18,2.7163918,6.1973987036916265
0,Uniform Random,1.0,19,2.7058322,6.173733638259779
0,Uniform Random,1.0,20,2.6671824,6.152516807013191
0,Uniform Random,1.0,21,2.6478808,6.133491046265462
0,Uniform Random,1.0,22,2.6951778,6.116429968695582
0,Uniform Random,1.0,23,2.6554968,6.101135033326733
0,Uniform Random,1.0,24,2.65135,6.087432027007901
0,Uniform Random,1.0,25,2.6175263,6.075167909698151
0,Uniform Random,1.0,26,2.622166,6.064206107272076
0,Uniform Random,1.0,27,2.6088743,6.054421219120658
0,Uniform Random,1.0,28,2.5835855,6.0456917222313935
0,Uniform Random,1.0,29,2.5726807,6.037879079272043
0,Uniform Random,1.0,30,2.5747504,6.030920241461394
0,Uniform Random,1.0,31,2.5572226,6.024689256172206
0,Uniform Random,1.0,32,2.6055486,6.01910048178112
0,Uniform Random,1.0,33,2.576209,6.014043746202774
0,Uniform Random,1.0,34,2.5743866,6.009248425968776
0,Uniform Random,1.0,35,2.5492864,6.004877012139636
0,Uniform Random,1.0,36,2.5298135,6.000719644844547
0,Uniform Random,1.0,37,2.5325139,5.997021271684597
0,Uniform Random,1.0,38,2.5186863,5.992799892846391
0,Uniform Random,1.0,39,2.5359707,5.985622466872155
0,Uniform Random,1.0,40,2.5119674,5.9753138084397746
0,Uniform Random,1.0,41,2.51407,5.9605678354926415
0,Uniform Random,1.0,42,2.5271306,5.940769585981005
0,Uniform Random,1.0,43,2.509716,5.919669452223756
0,Uniform Random,1.0,44,2.4866605,5.8455687280942445
0,Uniform Random,1.0,45,2.4873352,5.51790237041044
