index,# Vertices,μ,τ_GLR_bl,graph_id
39,2000,0.007943282,-0.3658401875223467,0
40,2000,0.01,-0.42182004086376035,0
41,2000,0.012589254,-0.4771917118013065,0
42,2000,0.015848933,-0.5315142820049885,0
43,2000,0.019952623,-0.5842225265766128,0
44,2000,0.025118865,-0.6346635544036268,0
45,2000,0.031622775,-0.6821677789450553,0
46,2000,0.039810717,-0.726132482982372,0
47,2000,0.050118722,-0.766096033145938,0
48,2000,0.06309573,-0.8017839956382786,0
49,2000,0.07943282,-0.8331221707704883,0
50,2000,0.1,-0.8602182278319707,0
51,2000,0.12589253,-0.8833238552254484,0
52,2000,0.15848932,-0.9027893778168344,0
53,2000,0.19952624,-0.9190180556362343,0
54,2000,0.25118864,-0.9324290148946829,0
55,2000,0.31622776,-0.9434296833287149,0
56,2000,0.39810717,-0.9523989068204722,0
57,2000,0.5011872,-0.9596747554364506,0
58,2000,0.63095737,-0.9655534214705598,0
59,2000,0.7943282,-0.9702875589262784,0
60,2000,1.0,-0.9740901420781757,0
61,2000,1.2589254,-0.9771390355694902,0
62,2000,1.5848932,-0.9795798361463409,0
63,2000,1.9952623,-0.9815320807140956,0
64,2000,2.5118864,-0.9830934114067068,0
65,2000,3.1622777,-0.98434231662987,0
66,2000,3.9810717,-0.9853430499345273,0
67,2000,5.0118723,-0.986146985089235,0
68,2000,6.3095737,-0.9867955803609961,0
69,2000,7.943282,-0.9873231765862948,0
0,3000,1e-06,0.4557562830340872,0
1,3000,1.2589254e-06,0.45559248745293934,0
2,3000,1.5848932e-06,0.4553864196639641,0
3,3000,1.9952622e-06,0.4551270364516702,0
4,3000,2.5118864e-06,0.4548008532873668,0
5,3000,3.1622776e-06,0.45439053871396673,0
6,3000,3.9810716e-06,0.45387447573048056,0
7,3000,5.0118724e-06,0.4532258075306714,0
8,3000,6.3095736e-06,0.4524105986681639,0
9,3000,7.943282e-06,0.4513864503621942,0
10,3000,1e-05,0.4501006845478641,0
11,3000,1.2589254e-05,0.44848773282541793,0
12,3000,1.5848931e-05,0.4464660377621096,0
13,3000,1.9952624e-05,0.4439346307613274,0
14,3000,2.5118865e-05,0.44076977866111466,0
15,3000,3.1622778e-05,0.4368194285565092,0
16,3000,3.981072e-05,0.4318997889995586,0
17,3000,5.0118724e-05,0.42578911579276385,0
18,3000,6.309574e-05,0.4182245172738856,0
19,3000,7.943282e-05,0.4088983556073169,0
20,3000,1e-04,0.3974581468933207,0
21,3000,0.00012589255,0.38351062431993915,0
22,3000,0.00015848932,0.36663198748826514,0
23,3000,0.00019952623,0.346386739114033,0
24,3000,0.00025118864,0.32235723843687963,0
25,3000,0.00031622776,0.29418294710056325,0
26,3000,0.00039810716,0.2616087709366473,0
27,3000,0.0005011872,0.22453447367647517,0
28,3000,0.00063095737,0.18305613480575694,0
29,3000,0.0007943282,0.13748624009059973,0
30,3000,0.001,0.0883405081858739,0
31,3000,0.0012589254,0.0362873869394785,0
32,3000,0.0015848932,-0.017935021324330738,0
33,3000,0.0019952622,-0.07361554244818778,0
34,3000,0.0025118864,-0.13015616269286193,0
35,3000,0.0031622776,-0.1871231808353162,0
36,3000,0.0039810715,-0.24425053229163177,0
37,3000,0.0050118724,-0.30139386595745155,0
38,3000,0.0063095735,-0.3584501044650934,0
39,3000,0.007943282,-0.4152659278810466,0
40,3000,0.01,-0.4715602521877246,0
41,3000,0.012589254,-0.5268843791447714,0
42,3000,0.015848933,-0.580630985554194,0
43,3000,0.019952623,-0.6320902732522291,0
44,3000,0.025118865,-0.6805387470324769,0
45,3000,0.031622775,-0.7253340021335744,0
46,3000,0.039810717,-0.7659939030094535,0
47,3000,0.050118722,-0.80224117916545,0
48,3000,0.06309573,-0.8340117946637023,0
49,3000,0.07943282,-0.8614320824536936,0
50,3000,0.1,-0.8847743149706523,0
51,3000,0.12589253,-0.9044087242994432,0
52,3000,0.15848932,-0.9207558324784527,0
53,3000,0.19952624,-0.9342486353184181,0
54,3000,0.25118864,-0.9453060225148021,0
55,3000,0.31622776,-0.9543132483827215,0
56,3000,0.39810717,-0.9616152729290777,0
57,3000,0.5011872,-0.9675111673051644,0
58,3000,0.63095737,-0.9722571435791566,0
59,3000,0.7943282,-0.97606771469873,0
60,3000,1.0,-0.9791212903198818,0
61,3000,1.2589254,-0.981565483510686,0
62,3000,1.5848932,-0.9835194825772342,0
63,3000,1.9952623,-0.9850811217052541,0
64,3000,2.5118864,-0.9863299437581824,0
65,3000,3.1622777,-0.9873290635504276,0
66,3000,3.9810717,-0.988130829388268,0
67,3000,5.0118723,-0.9887765216016354,0
68,3000,6.3095737,-0.9892994024370727,0
69,3000,7.943282,-0.9897278300786766,0
0,500,1e-06,0.04449194079287056,1
1,500,1.2589254e-06,0.0444756802077181,1
2,500,1.5848932e-06,0.04445519349668828,1
3,500,1.9952622e-06,0.04442939395129453,1
4,500,2.5118864e-06,0.04439687288026587,1
5,500,3.1622776e-06,0.04435606061126564,1
6,500,3.9810716e-06,0.04430446176859703,1
7,500,5.0118724e-06,0.04423974201091657,1
8,500,6.3095736e-06,0.044158158341109754,1
9,500,7.943282e-06,0.04405552511856265,1
10,500,1e-05,0.04392632863395363,1
11,500,1.2589254e-05,0.043763807693374325,1
12,500,1.5848931e-05,0.04355922926816512,1
13,500,1.9952624e-05,0.04330196919249971,1
14,500,2.5118865e-05,0.04297826475469453,1
15,500,3.1622778e-05,0.04257125540499872,1
16,500,3.981072e-05,0.0420595747260577,1
17,500,5.0118724e-05,0.041416465928632594,1
18,500,6.309574e-05,0.040608615990369155,1
19,500,7.943282e-05,0.03959442670170318,1
20,500,1e-04,0.038321923737807344,1
21,500,0.00012589255,0.03672682642530932,1
22,500,0.00015848932,0.034729528920603846,1
23,500,0.00019952623,0.032232075757050296,1
24,500,0.00025118864,0.029114439437635416,1
25,500,0.00031622776,0.02523092802546622,1
26,500,0.00039810716,0.020406205602487883,1
27,500,0.0005011872,0.014431583523668514,1
28,500,0.00063095737,0.007062586087589081,1
29,500,0.0007943282,-0.001981625664722583,1
30,500,0.001,-0.013016062459836206,1
31,500,0.0012589254,-0.026382253812924417,1
32,500,0.0015848932,-0.04243507194940713,1
33,500,0.0019952622,-0.0615213561236117,1
34,500,0.0025118864,-0.08395133699170672,1
35,500,0.0031622776,-0.10996316261079953,1
36,500,0.0039810715,-0.1396867249755857,1
37,500,0.0050118724,-0.17311180654913172,1
38,500,0.0063095735,-0.21006971228376714,1
39,500,0.007943282,-0.250235135897058,1
40,500,0.01,-0.29314990341823244,1
41,500,0.012589254,-0.33826329551753875,1
42,500,0.015848933,-0.3849779766141363,1
43,500,0.019952623,-0.4326872230146691,1
44,500,0.025118865,-0.480794394740396,1
45,500,0.031622775,-0.5287132318420908,1
46,500,0.039810717,-0.5758581252771352,1
47,500,0.050118722,-0.6216369181869091,1
48,500,0.06309573,-0.6654588846893885,1
49,500,0.07943282,-0.7067618120954885,1
50,500,0.1,-0.7450529582118791,1
51,500,0.12589253,-0.7799524548831942,1
52,500,0.15848932,-0.8112248215216401,1
53,500,0.19952624,-0.8387916542029857,1
54,500,0.25118864,-0.8627224976527612,1
55,500,0.31622776,-0.8832091356572177,1
56,500,0.39810717,-0.9005313589178647,1
57,500,0.5011872,-0.9150206059465561,1
58,500,0.63095737,-0.9270287706036788,1
59,500,0.7943282,-0.9369031965349829,1
60,500,1.0,-0.9449704938021696,1
61,500,1.2589254,-0.9515257843917161,1
62,500,1.5848932,-0.9568290991645443,1
63,500,1.9952623,-0.9611044986413567,1
64,500,2.5118864,-0.9645408677683838,1
65,500,3.1622777,-0.9672964586020204,1
66,500,3.9810717,-0.9695022509191356,1
67,500,5.0118723,-0.9712653664475387,1
68,500,6.3095737,-0.9726730676011967,1
69,500,7.943282,-0.9737961120366203,1
0,1000,1e-06,0.2148579778646196,1
1,1000,1.2589254e-06,0.2148161949677541,1
2,1000,1.5848932e-06,0.21476346604682395,1
3,1000,1.9952622e-06,0.21469708979860322,1
4,1000,2.5118864e-06,0.2146136664555703,1
5,1000,3.1622776e-06,0.2145085855487478,1
6,1000,3.9810716e-06,0.21437635222224166,1
7,1000,5.0118724e-06,0.21420998206073896,1
8,1000,6.3095736e-06,0.21400067564357847,1
9,1000,7.943282e-06,0.21373721393394104,1
10,1000,1e-05,0.21340586666154812,1
11,1000,1.2589254e-05,0.21298918357895347,1
12,1000,1.5848931e-05,0.21246520629420276,1
13,1000,1.9952624e-05,0.21180658903639105,1
14,1000,2.5118865e-05,0.210979116979731,1
15,1000,3.1622778e-05,0.20994004312080533,1
16,1000,3.981072e-05,0.20863601295953538,1
17,1000,5.0118724e-05,0.20700086004773674,1
18,1000,6.309574e-05,0.20495248488369983,1
19,1000,7.943282e-05,0.20238984757396963,1
20,1000,1e-04,0.19918882255365988,1
21,1000,0.00012589255,0.19519817756084995,1
22,1000,0.00015848932,0.19023530150394544,1
23,1000,0.00019952623,0.18408212584034378,1
24,1000,0.00025118864,0.17648164558352267,1
25,1000,0.00031622776,0.16713624865410875,1
26,1000,0.00039810716,0.15570948028987946,1
27,1000,0.0005011872,0.14183206324632439,1
28,1000,0.00063095737,0.12511473260634598,1
29,1000,0.0007943282,0.10516880357133138,1
30,1000,0.001,0.08163649393891532,1
31,1000,0.0012589254,0.05422843138997532,1
32,1000,0.0015848932,0.022765730451954375,1
33,1000,0.0019952622,-0.01278189330885241,1
34,1000,0.0025118864,-0.052269687095856866,1
35,1000,0.0031622776,-0.0953750663397994,1
36,1000,0.0039810715,-0.14162192038953472,1
37,1000,0.0050118724,-0.19043066846821524,1
38,1000,0.0063095735,-0.24118169396527972,1
39,1000,0.007943282,-0.2932741439605935,1
40,1000,0.01,-0.34616216848207226,1
41,1000,0.012589254,-0.3993589769810196,1
42,1000,0.015848933,-0.452411279750052,1
43,1000,0.019952623,-0.5048580551765689,1
44,1000,0.025118865,-0.5561941123923738,1
45,1000,0.031622775,-0.605856556817147,1
46,1000,0.039810717,-0.6532434496425847,1
47,1000,0.050118722,-0.6977612700372248,1
48,1000,0.06309573,-0.738886791455886,1
49,1000,0.07943282,-0.7762246814737083,1
50,1000,0.1,-0.8095461877610216,1
51,1000,0.12589253,-0.8387991515484651,1
52,1000,0.15848932,-0.8640930530213422,1
53,1000,0.19952624,-0.8856667662734498,1
54,1000,0.25118864,-0.9038470480242977,1
55,1000,0.31622776,-0.9190091729883948,1
56,1000,0.39810717,-0.9315429952112688,1
57,1000,0.5011872,-0.9418270660081761,1
58,1000,0.63095737,-0.9502137777495696,1
59,1000,0.7943282,-0.9570182760099433,1
60,1000,1.0,-0.9625166217357295,1
61,1000,1.2589254,-0.9669442130934109,1
62,1000,1.5848932,-0.9705001618652317,1
63,1000,1.9952623,-0.9733496932844232,1
64,1000,2.5118864,-0.9756293239796027,1
65,1000,3.1622777,-0.9774504130221394,1
66,1000,3.9810717,-0.9789036825825645,1
67,1000,5.0118723,-0.9800626271711428,1
68,1000,6.3095737,-0.9809859299226927,1
69,1000,7.943282,-0.9817218362664335,1
0,2000,1e-06,0.3722998357155891,1
1,2000,1.2589254e-06,0.37219979203505316,1
2,2000,1.5848932e-06,0.3720739277468594,1
3,2000,1.9952622e-06,0.3719154225521568,1
4,2000,2.5118864e-06,0.3717159886540768,1
5,2000,3.1622776e-06,0.3714650846994914,1
6,2000,3.9810716e-06,0.3711492879917771,1
7,2000,5.0118724e-06,0.3707522978900033,1
8,2000,6.3095736e-06,0.37025294631459627,1
9,2000,7.943282e-06,0.3696252060788054,1
10,2000,1e-05,0.3688362616007631,1
11,2000,1.2589254e-05,0.3678452692392073,1
12,2000,1.5848931e-05,0.36660118376991807,1
13,2000,1.9952624e-05,0.3650403916734045,1
14,2000,2.5118865e-05,0.3630841068901476,1
15,2000,3.1622778e-05,0.3606347013770503,1
16,2000,3.981072e-05,0.3575724558349807,1
17,2000,5.0118724e-05,0.35375038947654075,1
18,2000,6.309574e-05,0.3489903944689142,1
19,2000,7.943282e-05,0.34307849138641244,1
20,2000,1e-04,0.3357602074961171,1
21,2000,0.00012589255,0.32673813737279755,1
22,2000,0.00015848932,0.31567159539786044,1
23,2000,0.00019952623,0.3021802828157278,1
24,2000,0.00025118864,0.2858542886025391,1
25,2000,0.00031622776,0.2662721290992298,1
26,2000,0.00039810716,0.24302849775645965,1
27,2000,0.0005011872,0.21577218417922078,1
28,2000,0.00063095737,0.1842508656031604,1
29,2000,0.0007943282,0.14835824393018043,1
30,2000,0.001,0.10817193835585756,1
31,2000,0.0012589254,0.06397203412385113,1
32,2000,0.0015848932,0.016228511469622457,1
33,2000,0.0019952622,-0.03444559339694097,1
34,2000,0.0025118864,-0.08736854929155866,1
35,2000,0.0031622776,-0.14187492678414154,1
36,2000,0.0039810715,-0.19738768908670878,1
37,2000,0.0050118724,-0.25345638811037907,1
38,2000,0.0063095735,-0.3097509521493559,1
39,2000,0.007943282,-0.36601479757392497,1
40,2000,0.01,-0.4219934320248823,1
41,2000,0.012589254,-0.4773627219958247,1
42,2000,0.015848933,-0.531681441578289,1
43,2000,0.019952623,-0.5843838077203009,1
44,2000,0.025118865,-0.634816794170372,1
45,2000,0.031622775,-0.6823108369261682,1
46,2000,0.039810717,-0.7262634855583847,1
47,2000,0.050118722,-0.7662138310470762,1
48,2000,0.06309573,-0.8018877090933024,1
49,2000,0.07943282,-0.8332117619554478,1
50,2000,0.1,-0.8602939944229827,1
51,2000,0.12589253,-0.88338717046481,1
52,2000,0.15848932,-0.9028410968825153,1
53,2000,0.19952624,-0.9190589171687332,1
54,2000,0.25118864,-0.9324603469425519,1
55,2000,0.31622776,-0.9434527781612646,1
56,2000,0.39810717,-0.9524140815878941,1
57,2000,0.5011872,-0.9596829248989712,1
58,2000,0.63095737,-0.9655546398812329,1
59,2000,0.7943282,-0.9702821633841371,1
60,2000,1.0,-0.9740779176743629,1
61,2000,1.2589254,-0.9771188046848985,1
62,2000,1.5848932,-0.9795509810015677,1
63,2000,1.9952623,-0.9814931686366752,1
64,2000,2.5118864,-0.9830422796164052,1
65,2000,3.1622777,-0.9842767160318895,1
66,2000,3.9810717,-0.985259391571251,1
67,2000,5.0118723,-0.986040791871969,1
68,2000,6.3095737,-0.9866617550784952,1
69,2000,7.943282,-0.9871544214979011,1
0,3000,1e-06,0.4556429341887934,1
1,3000,1.2589254e-06,0.4554794481276794,1
2,3000,1.5848932e-06,0.45527376729061936,1
3,3000,1.9952622e-06,0.45501499766985787,1
4,3000,2.5118864e-06,0.4546894331305705,1
5,3000,3.1622776e-06,0.4542799660262327,1
6,3000,3.9810716e-06,0.45376498085290845,1
7,3000,5.0118724e-06,0.4531176967934114,1
8,3000,6.3095736e-06,0.4523041063512357,1
9,3000,7.943282e-06,0.45128211006522123,1
10,3000,1e-05,0.44999910697687484,1
11,3000,1.2589254e-05,0.44838953188323505,1
12,3000,1.5848931e-05,0.4463719050028353,1
13,3000,1.9952624e-05,0.44384570623010156,1
14,3000,2.5118865e-05,0.4406872794683966,1
15,3000,3.1622778e-05,0.43674501836073737,1
16,3000,3.981072e-05,0.4318352050172189,1
17,3000,5.0118724e-05,0.42573653553822977,1
18,3000,6.309574e-05,0.41818655300936963,1
19,3000,7.943282e-05,0.4088780474209795,1
20,3000,1e-04,0.39745910345321395,1
21,3000,0.00012589255,0.3835364980628543,1
22,3000,0.00015848932,0.36668685213921715,1
23,3000,0.00019952623,0.3464746716758953,1
24,3000,0.00025118864,0.3224819451801344,1
25,3000,0.00031622776,0.29434753079669085,1
26,3000,0.00039810716,0.2618150746854154,1
27,3000,0.0005011872,0.22478282609880287,1
28,3000,0.00063095737,0.18334483310585986,1
29,3000,0.0007943282,0.13781181158477718,1
30,3000,0.001,0.08869758537892616,1
31,3000,0.0012589254,0.036669417438339506,1
32,3000,0.0015848932,-0.0175348141799481,1
33,3000,0.0019952622,-0.07320337790295556,1
34,3000,0.0025118864,-0.12973701051393016,1
35,3000,0.0031622776,-0.18670051646328678,1
36,3000,0.0039810715,-0.24382632035525512,1
37,3000,0.0050118724,-0.30096916313549243,1
38,3000,0.0063095735,-0.35802584521352077,1
39,3000,0.007943282,-0.4148435212258074,1
40,3000,0.01,-0.47114235969702856,1
41,3000,0.012589254,-0.526474925740994,1
42,3000,0.015848933,-0.5802349422098261,1
43,3000,0.019952623,-0.6317133025492925,1
44,3000,0.025118865,-0.6801861100272195,1
45,3000,0.031622775,-0.7250103347559796,1
46,3000,0.039810717,-0.7657021373788365,1
47,3000,0.050118722,-0.8019826564174202,1
48,3000,0.06309573,-0.8337867096879878,1
49,3000,0.07943282,-0.86123838931007,1
50,3000,0.1,-0.8846098051553224,1
51,3000,0.12589253,-0.9042701861665514,1
52,3000,0.15848932,-0.920639821030992,1
53,3000,0.19952624,-0.9341513746930864,1
54,3000,0.25118864,-0.9452236859055309,1
55,3000,0.31622776,-0.9542434684894576,1
56,3000,0.39810717,-0.9615545992733828,1
57,3000,0.5011872,-0.9674569060005008,1
58,3000,0.63095737,-0.9722061735518917,1
59,3000,0.7943282,-0.9760177870632176,1
60,3000,1.0,-0.9790700070488463,1
61,3000,1.2589254,-0.9815094638803239,1
62,3000,1.5848932,-0.9834555983001205,1
63,3000,1.9952623,-0.9850061575754009,1
64,3000,2.5118864,-0.9862399108686173,1
65,3000,3.1622777,-0.987218773264948,1
66,3000,3.9810717,-0.9879947045997705,1
67,3000,5.0118723,-0.9886064824360911,1
68,3000,6.3095737,-0.9890871395396099,1
69,3000,7.943282,-0.9894611573593929,1
0,500,1e-06,0.04309500619335786,2
1,500,1.2589254e-06,0.043079048740940325,2
2,500,1.5848932e-06,0.04305903159935317,2
3,500,1.9952622e-06,0.04303386951374304,2
4,500,2.5118864e-06,0.04300211548164064,2
5,500,3.1622776e-06,0.042962242124330564,2
6,500,3.9810716e-06,0.04291191818277766,2
7,500,5.0118724e-06,0.042848651652457846,2
8,500,6.3095736e-06,0.042768985901365034,2
9,500,7.943282e-06,0.042668781068571505,2
10,500,1e-05,0.04254261118643028,2
11,500,1.2589254e-05,0.042383844651461645,2
12,500,1.5848931e-05,0.04218412180705203,2
13,500,1.9952624e-05,0.04193279240098542,2
14,500,2.5118865e-05,0.04161671489266627,2
15,500,3.1622778e-05,0.04121921180405029,2
16,500,3.981072e-05,0.040719427234538204,2
17,500,5.0118724e-05,0.04009128268349986,2
18,500,6.309574e-05,0.039302232252452336,2
19,500,7.943282e-05,0.03831145548180869,2
20,500,1e-04,0.03706837197182828,2
21,500,0.00012589255,0.03550999004862965,2
22,500,0.00015848932,0.033558414402309854,2
23,500,0.00019952623,0.03111774555498717,2
24,500,0.00025118864,0.028070564332539294,2
25,500,0.00031622776,0.024273864673612474,2
26,500,0.00039810716,0.019555729050478848,2
27,500,0.0005011872,0.0137110357027971,2
28,500,0.00063095737,0.006499337132500829,2
29,500,0.0007943282,-0.0023564657410520638,2
30,500,0.001,-0.013167636073130984,2
31,500,0.0012589254,-0.026273239186334753,2
32,500,0.0015848932,-0.04202695607036148,2
33,500,0.0019952622,-0.060777231973214586,2
34,500,0.0025118864,-0.08283869846516691,2
35,500,0.0031622776,-0.10845795152776026,2
36,500,0.0039810715,-0.1377768946443995,2
37,500,0.0050118724,-0.1708003499191977,2
38,500,0.0063095735,-0.20737606966560812,2
39,500,0.007943282,-0.24719435683192761,2
40,500,0.01,-0.28980958994395734,2
41,500,0.012589254,-0.33467946931860665,2
42,500,0.015848933,-0.3812102657065154,2
43,500,0.019952623,-0.4287956041465637,2
44,500,0.025118865,-0.476837597158523,2
