index,# Vertices,μ,τ_GLR,graph_id
8,2000,6.3095736e-06,0.648911237141448,0
9,2000,7.943282e-06,0.6454332183618686,0
10,2000,1e-05,0.6411002435211556,0
11,2000,1.2589254e-05,0.6357162319755606,0
12,2000,1.5848931e-05,0.6290482794890914,0
13,2000,1.9952624e-05,0.6208234760334099,0
14,2000,2.5118865e-05,0.6107288857280204,0
15,2000,3.1622778e-05,0.5984152471720224,0
16,2000,3.981072e-05,0.5835066782322722,0
17,2000,5.0118724e-05,0.5656189890092118,0
18,2000,6.309574e-05,0.5443889276410253,0
19,2000,7.943282e-05,0.519514720236042,0
20,2000,1e-04,0.49080800702250343,0
21,2000,0.00012589255,0.45825122495011944,0
22,2000,0.00015848932,0.42205175179412907,0
23,2000,0.00019952623,0.3826785702169085,0
24,2000,0.00025118864,0.3408676364592,0
25,2000,0.00031622776,0.2975843272613782,0
26,2000,0.00039810716,0.2539431405096181,0
27,2000,0.0005011872,0.21109553698741065,0
28,2000,0.00063095737,0.17010955524486127,0
29,2000,0.0007943282,0.13186693468307403,0
30,2000,0.001,0.09699765062303503,0
31,2000,0.0012589254,0.06586003395456269,0
32,2000,0.0015848932,0.03856106827630506,0
33,2000,0.0019952622,0.015003746922659156,0
34,2000,0.0025118864,-0.005054188847620596,0
35,2000,0.0031622776,-0.021942891052104795,0
36,2000,0.0039810715,-0.036032535551095826,0
37,2000,0.0050118724,-0.04769795777304382,0
38,2000,0.0063095735,-0.05729552845337567,0
39,2000,0.007943282,-0.06515015730051511,0
40,2000,0.01,-0.07154953371805006,0
41,2000,0.012589254,-0.07674313761458663,0
42,2000,0.015848933,-0.0809440709526103,0
43,2000,0.019952623,-0.08433214505790189,0
44,2000,0.025118865,-0.08705774735770026,0
45,2000,0.031622775,-0.08924567085288809,0
46,2000,0.039810717,-0.09099868220603995,0
47,2000,0.050118722,-0.0924010669575539,0
48,2000,0.06309573,-0.09352145350450544,0
49,2000,0.07943282,-0.0944155702111749,0
50,2000,0.1,-0.09512847266830511,0
51,2000,0.12589253,-0.09569644116862999,0
52,2000,0.15848932,-0.09614866117280042,0
53,2000,0.19952624,-0.09650852687712616,0
54,2000,0.25118864,-0.09679478905978352,0
55,2000,0.31622776,-0.09702237546822468,0
56,2000,0.39810717,-0.09720325103062924,0
57,2000,0.5011872,-0.09734691475982973,0
58,2000,0.63095737,-0.09746097144742963,0
59,2000,0.7943282,-0.09755143805739687,0
60,2000,1.0,-0.09762311210194474,0
61,2000,1.2589254,-0.09767972696900633,0
62,2000,1.5848932,-0.09772438854648947,0
63,2000,1.9952623,-0.09775939886590365,0
64,2000,2.5118864,-0.09778661651335935,0
65,2000,3.1622777,-0.09780752806501546,0
66,2000,3.9810717,-0.09782324045928412,0
67,2000,5.0118723,-0.09783453711916894,0
68,2000,6.3095737,-0.09784207575475487,0
69,2000,7.943282,-0.09784614685574906,0
0,3000,1e-06,0.7041935059559586,0
1,3000,1.2589254e-06,0.70329012426625,0
2,3000,1.5848932e-06,0.702155833680322,0
3,3000,1.9952622e-06,0.7007324969296277,0
4,3000,2.5118864e-06,0.6989477635537743,0
5,3000,3.1622776e-06,0.6967123113647941,0
6,3000,3.9810716e-06,0.6939159825753166,0
7,3000,5.0118724e-06,0.690423753180448,0
8,3000,6.3095736e-06,0.6860712977937533,0
9,3000,7.943282e-06,0.680660288791988,0
10,3000,1e-05,0.6739543644549773,0
11,3000,1.2589254e-05,0.6656762321264392,0
12,3000,1.5848931e-05,0.6555061100899294,0
13,3000,1.9952624e-05,0.6430853320341988,0
14,3000,2.5118865e-05,0.6280245460930439,0
15,3000,3.1622778e-05,0.6099217725966175,0
16,3000,3.981072e-05,0.5883899657170691,0
17,3000,5.0118724e-05,0.5630975908665328,0
18,3000,6.309574e-05,0.5338202792721586,0
19,3000,7.943282e-05,0.5005005686323478,0
20,3000,1e-04,0.4633053544625112,0
21,3000,0.00012589255,0.42266891300465875,0
22,3000,0.00015848932,0.3793048459006237,0
23,3000,0.00019952623,0.3341761477293481,0
24,3000,0.00025118864,0.28841873501430554,0
25,3000,0.00031622776,0.24323009919196317,0
26,3000,0.00039810716,0.1997435411559334,0
27,3000,0.0005011872,0.15891633244535264,0
28,3000,0.00063095737,0.12145378809086892,0
29,3000,0.0007943282,0.08778015526901213,0
30,3000,0.001,0.05805298432186582,0
31,3000,0.0012589254,0.03220905519156621,0
32,3000,0.0015848932,0.010024846580209135,0
33,3000,0.0019952622,-0.008822286266729065,0
34,3000,0.0025118864,-0.024701991245258632,0
35,3000,0.0031622776,-0.03799200407632844,0
36,3000,0.0039810715,-0.0490529729194068,0
37,3000,0.0050118724,-0.05821454788067326,0
38,3000,0.0063095735,-0.06576981906749296,0
39,3000,0.007943282,-0.07197490483352226,0
40,3000,0.01,-0.07705105769036212,0
41,3000,0.012589254,-0.08118812806005991,0
42,3000,0.015848933,-0.08454788685701689,0
43,3000,0.019952623,-0.08726743686030093,0
44,3000,0.025118865,-0.08946221585830522,0
45,3000,0.031622775,-0.09122886722501831,0
46,3000,0.039810717,-0.09264758398700104,0
47,3000,0.050118722,-0.09378466738536206,0
48,3000,0.06309573,-0.09469452201869857,0
49,3000,0.07943282,-0.09542151062890271,0
50,3000,0.1,-0.09600168651562206,0
51,3000,0.12589253,-0.0964642711201051,0
52,3000,0.15848932,-0.09683271848356036,0
53,3000,0.19952624,-0.09712599297363114,0
54,3000,0.25118864,-0.09735922455845933,0
55,3000,0.31622776,-0.0975445767264715,0
56,3000,0.39810717,-0.09769167084177513,0
57,3000,0.5011872,-0.09780833417494539,0
58,3000,0.63095737,-0.09790061887872965,0
59,3000,0.7943282,-0.09797339715124848,0
60,3000,1.0,-0.09803048471555498,0
61,3000,1.2589254,-0.09807497175286496,0
62,3000,1.5848932,-0.0981091234193843,0
63,3000,1.9952623,-0.09813484083975177,0
64,3000,2.5118864,-0.0981534516402564,0
65,3000,3.1622777,-0.09816586566114677,0
66,3000,3.9810717,-0.0981727367796938,0
67,3000,5.0118723,-0.0981744593858154,0
68,3000,6.3095737,-0.09817093480330996,0
69,3000,7.943282,-0.09816191109441179,0
0,500,1e-06,0.48610005306980225,1
1,500,1.2589254e-06,0.4859898073725502,1
2,500,1.5848932e-06,0.4858511853201952,1
3,500,1.9952622e-06,0.4856766737190378,1
4,500,2.5118864e-06,0.48545720089840844,1
5,500,3.1622776e-06,0.4851810648153686,1
6,500,3.9810716e-06,0.4848338391986542,1
7,500,5.0118724e-06,0.48439720761773514,1
8,500,6.3095736e-06,0.48384835429418654,1
9,500,7.943282e-06,0.48315883966996676,1
10,500,1e-05,0.4822929955605055,1
11,500,1.2589254e-05,0.4812063660709137,1
12,500,1.5848931e-05,0.47984380975000135,1
13,500,1.9952624e-05,0.4781370458868428,1
14,500,2.5118865e-05,0.47600178921976144,1
15,500,3.1622778e-05,0.47333482096502155,1
16,500,3.981072e-05,0.4700102424410699,1
17,500,5.0118724e-05,0.46587635024493124,1
18,500,6.309574e-05,0.4607520059112156,1
19,500,7.943282e-05,0.45442430160117847,1
20,500,1e-04,0.44664781155686034,1
21,500,0.00012589255,0.4371463111639139,1
22,500,0.00015848932,0.42562016689149085,1
23,500,0.00019952623,0.41175892760526045,1
24,500,0.00025118864,0.39526333639541716,1
25,500,0.00031622776,0.37587673060597154,1
26,500,0.00039810716,0.35342590201984986,1
27,500,0.0005011872,0.3278688483732973,1
28,500,0.00063095737,0.29934133362086285,1
29,500,0.0007943282,0.26819294587973985,1
30,500,0.001,0.23499918589905505,1
31,500,0.0012589254,0.2005386711377483,1
32,500,0.0015848932,0.16573312121972505,1
33,500,0.0019952622,0.13155571579928368,1
34,500,0.0025118864,0.0989271100727464,1
35,500,0.0031622776,0.06862074469497938,1
36,500,0.0039810715,0.04119743396563539,1
37,500,0.0050118724,0.016979042300827734,1
38,500,0.0063095735,-0.003940390803955725,1
39,500,0.007943282,-0.02165672407431305,1
40,500,0.01,-0.03640395320191627,1
41,500,0.012589254,-0.04850078696633075,1
42,500,0.015848933,-0.05830386677987033,1
43,500,0.019952623,-0.06617163557355364,1
44,500,0.025118865,-0.0724397822477863,1
45,500,0.031622775,-0.07740715962052104,1
46,500,0.039810717,-0.08132992760891836,1
47,500,0.050118722,-0.08442143009374886,1
48,500,0.06309573,-0.08685555553331774,1
49,500,0.07943282,-0.08877188292077595,1
50,500,0.1,-0.0902811866491777,1
51,500,0.12589253,-0.09147079973924266,1
52,500,0.15848932,-0.09240927606640688,1
53,500,0.19952624,-0.09315034068720908,1
54,500,0.25118864,-0.09373605487420243,1
55,500,0.31622776,-0.09419937976252726,1
56,500,0.39810717,-0.0945661792088321,1
57,500,0.5011872,-0.09485678149632276,1
58,500,0.63095737,-0.09508715567371662,1
59,500,0.7943282,-0.09526993779444123,1
60,500,1.0,-0.09541504458520357,1
61,500,1.2589254,-0.0955303721211482,1
62,500,1.5848932,-0.0956221327168447,1
63,500,1.9952623,-0.0956952598902085,1
64,500,2.5118864,-0.09575371259331869,1
65,500,3.1622777,-0.09580060724363387,1
66,500,3.9810717,-0.09583845088840984,1
67,500,5.0118723,-0.09586928345100962,1
68,500,6.3095737,-0.0958947383771655,1
69,500,7.943282,-0.0959161762889798,1
0,1000,1e-06,0.5768519259599797,1
1,1000,1.2589254e-06,0.5765978770213348,1
2,1000,1.5848932e-06,0.5762783343156084,1
3,1000,1.9952622e-06,0.575876524609406,1
4,1000,2.5118864e-06,0.5753713349511069,1
5,1000,3.1622776e-06,0.5747363106855429,1
6,1000,3.9810716e-06,0.5739385482826097,1
7,1000,5.0118724e-06,0.5729368101746299,1
8,1000,6.3095736e-06,0.5716798463011601,1
9,1000,7.943282e-06,0.5701038407013241,1
10,1000,1e-05,0.5681300520558441,1
11,1000,1.2589254e-05,0.5656610885216256,1
12,1000,1.5848931e-05,0.5625781053919205,1
13,1000,1.9952624e-05,0.5587360329358282,1
14,1000,2.5118865e-05,0.5539603124281435,1
15,1000,3.1622778e-05,0.5480429868360323,1
16,1000,3.981072e-05,0.5407400187695535,1
17,1000,5.0118724e-05,0.5317706304326828,1
18,1000,6.309574e-05,0.5208205158508078,1
19,1000,7.943282e-05,0.507549511120536,1
20,1000,1e-04,0.4916077729963132,1
21,1000,0.00012589255,0.47266086329918044,1
22,1000,0.00015848932,0.4504262493605885,1
23,1000,0.00019952623,0.42471956453897164,1
24,1000,0.00025118864,0.39550774321850757,1
25,1000,0.00031622776,0.36295965462571605,1
26,1000,0.00039810716,0.3274832761796962,1
27,1000,0.0005011872,0.28973492928102196,1
28,1000,0.00063095737,0.25058958312444407,1
29,1000,0.0007943282,0.21107077878152664,1
30,1000,0.001,0.17224858942029167,1
31,1000,0.0012589254,0.13512693931948858,1
32,1000,0.0015848932,0.10054402458234457,1
33,1000,0.0019952622,0.06910619978108186,1
34,1000,0.0025118864,0.041164012825091585,1
35,1000,0.0031622776,0.016827040101742578,1
36,1000,0.0039810715,-0.003994125741641908,1
37,1000,0.0050118724,-0.021533512435423622,1
38,1000,0.0063095735,-0.03611475546166064,1
39,1000,0.007943282,-0.04810395990085088,1
40,1000,0.01,-0.05787343622244101,1
41,1000,0.012589254,-0.06577701248957772,1
42,1000,0.015848933,-0.07213530673870053,1
43,1000,0.019952623,-0.07722883440705128,1
44,1000,0.025118865,-0.08129653226323968,1
45,1000,0.031622775,-0.0845379096973183,1
46,1000,0.039810717,-0.08711700798047682,1
47,1000,0.050118722,-0.08916711717561931,1
48,1000,0.06309573,-0.0907957504807761,1
49,1000,0.07943282,-0.09208913958999031,1
50,1000,0.1,-0.09311605980044275,1
51,1000,0.12589253,-0.09393135553306609,1
52,1000,0.15848932,-0.0945786110289311,1
53,1000,0.19952624,-0.09509245237289594,1
54,1000,0.25118864,-0.09550030621888043,1
55,1000,0.31622776,-0.09582406239229238,1
56,1000,0.39810717,-0.09608099809284237,1
57,1000,0.5011872,-0.09628480654762443,1
58,1000,0.63095737,-0.09644640478790284,1
59,1000,0.7943282,-0.09657441439568683,1
60,1000,1.0,-0.09667563336872498,1
61,1000,1.2589254,-0.09675551215835002,1
62,1000,1.5848932,-0.09681828110696306,1
63,1000,1.9952623,-0.09686726557566833,1
64,1000,2.5118864,-0.09690510483539443,1
65,1000,3.1622777,-0.09693379802172314,1
66,1000,3.9810717,-0.09695485691072109,1
67,1000,5.0118723,-0.0969694106851102,1
68,1000,6.3095737,-0.09697823823196408,1
69,1000,7.943282,-0.09698172085777769,1
0,2000,1e-06,0.6604353861333737,1
1,2000,1.2589254e-06,0.6598649320860803,1
2,2000,1.5848932e-06,0.6591481300583909,1
3,2000,1.9952622e-06,0.6582475732208222,1
4,2000,2.5118864e-06,0.6571167943212755,1
5,2000,3.1622776e-06,0.6556981765211656,1
6,2000,3.9810716e-06,0.6539196323971062,1
7,2000,5.0118724e-06,0.6516924405563991,1
8,2000,6.3095736e-06,0.6489071368379304,1
9,2000,7.943282e-06,0.6454298709113748,1
10,2000,1e-05,0.641097718608321,1
11,2000,1.2589254e-05,0.6357148430706068,1
12,2000,1.5848931e-05,0.6290482399644732,1
13,2000,1.9952624e-05,0.6208249759092703,1
14,2000,2.5118865e-05,0.6107322507121252,1
15,2000,3.1622778e-05,0.5984207146963333,1
16,2000,3.981072e-05,0.5835144234796392,1
17,2000,5.0118724e-05,0.5656291953988228,1
18,2000,6.309574e-05,0.5444016919480772,1
19,2000,7.943282e-05,0.5195299300454355,1
20,2000,1e-04,0.49082540836226785,1
21,2000,0.00012589255,0.4582702758939216,1
22,2000,0.00015848932,0.42207181159382423,1
23,2000,0.00019952623,0.3826987438600178,1
24,2000,0.00025118864,0.34088721439516984,1
25,2000,0.00031622776,0.29760267316928163,1
26,2000,0.00039810716,0.253959970360114,1
27,2000,0.0005011872,0.21111090468851873,1
28,2000,0.00063095737,0.17012392448947303,1
29,2000,0.0007943282,0.13188092106242313,1
30,2000,0.001,0.09701196623466032,1
31,2000,0.0012589254,0.06587524640987114,1
32,2000,0.0015848932,0.03857749526480163,1
33,2000,0.0019952622,0.015021384614673073,1
34,2000,0.0025118864,-0.00503561664921464,1
35,2000,0.0031622776,-0.02192385627660611,1
36,2000,0.0039810715,-0.036013586199290196,1
37,2000,0.0050118724,-0.047679642490856294,1
38,2000,0.0063095735,-0.05727832444754199,1
39,2000,0.007943282,-0.0651343819818016,1
40,2000,0.01,-0.07153540946095999,1
41,2000,0.012589254,-0.07673075590356215,1
42,2000,0.015848933,-0.08093334538939292,1
43,2000,0.019952623,-0.08432301988249345,1
44,2000,0.025118865,-0.08705004987410853,1
45,2000,0.031622775,-0.08923922082516172,1
46,2000,0.039810717,-0.09099330136943672,1
47,2000,0.050118722,-0.09239656395843178,1
48,2000,0.06309573,-0.09351768027281107,1
49,2000,0.07943282,-0.0944123263239189,1
50,2000,0.1,-0.09512564364756791,1
51,2000,0.12589253,-0.09569390051925769,1
52,2000,0.15848932,-0.0961462802688307,1
53,2000,0.19952624,-0.09650619780695842,1
54,2000,0.25118864,-0.09679238339660329,1
55,2000,0.31622776,-0.09701973262373106,1
56,2000,0.39810717,-0.09720023212414618,1
57,2000,0.5011872,-0.09734338744751393,1
58,2000,0.63095737,-0.0974567008789117,1
59,2000,0.7943282,-0.09754619338629449,1
60,2000,1.0,-0.09761663777014047,1
61,2000,1.2589254,-0.09767166167244597,1
62,2000,1.5848932,-0.09771427680924459,1
63,2000,1.9952623,-0.09774669962505896,1
64,2000,2.5118864,-0.09777065059187606,1
65,2000,3.1622777,-0.0977873663564297,1
66,2000,3.9810717,-0.09779772591771237,1
67,2000,5.0118723,-0.09780220233505357,1
68,2000,6.3095737,-0.09780107822034279,1
69,2000,7.943282,-0.09779407521589543,1
0,3000,1e-06,0.7041987024204989,1
1,3000,1.2589254e-06,0.7032952559924571,1
2,3000,1.5848932e-06,0.7021607801167703,1
3,3000,1.9952622e-06,0.7007371972093446,1
4,3000,2.5118864e-06,0.6989522164756664,1
5,3000,3.1622776e-06,0.6967163962571359,1
6,3000,3.9810716e-06,0.6939197582808294,1
7,3000,5.0118724e-06,0.6904270998544195,1
8,3000,6.3095736e-06,0.6860739175841998,1
9,3000,7.943282e-06,0.6806621844703656,1
10,3000,1e-05,0.6739554827207874,1
11,3000,1.2589254e-05,0.6656762257792093,1
12,3000,1.5848931e-05,0.6555048197689707,1
13,3000,1.9952624e-05,0.6430824894091393,1
14,3000,2.5118865e-05,0.6280199581527244,1
15,3000,3.1622778e-05,0.6099152659205697,1
16,3000,3.981072e-05,0.5883813275991308,1
17,3000,5.0118724e-05,0.5630865687616091,1
18,3000,6.309574e-05,0.5338069908679859,1
19,3000,7.943282e-05,0.5004850063036083,1
20,3000,1e-04,0.4632877957722457,1
21,3000,0.00012589255,0.4226496464084964,1
22,3000,0.00015848932,0.37928458409338583,1
23,3000,0.00019952623,0.33415537652612753,1
24,3000,0.00025118864,0.2883980998188353,1
25,3000,0.00031622776,0.24321010882612934,1
26,3000,0.00039810716,0.19972467648266087,1
27,3000,0.0005011872,0.1588988658515903,1
28,3000,0.00063095737,0.12143791594157595,1
29,3000,0.0007943282,0.08776588376126948,1
30,3000,0.001,0.05804026877867229,1
31,3000,0.0012589254,0.0321978024602407,1
32,3000,0.0015848932,0.010014963553770549,1
33,3000,0.0019952622,-0.008830904389661061,1
34,3000,0.0025118864,-0.024709422665935052,1
35,3000,0.0031622776,-0.037998330356695545,1
36,3000,0.0039810715,-0.04905824517024972,1
37,3000,0.0050118724,-0.058218857304664036,1
38,3000,0.0063095735,-0.06577324160239616,1
39,3000,0.007943282,-0.071977498398212,1
40,3000,0.01,-0.07705295297332418,1
41,3000,0.012589254,-0.0811893654237369,1
42,3000,0.015848933,-0.08454858732065397,1
43,3000,0.019952623,-0.08726767814505768,1
44,3000,0.025118865,-0.08946210816129158,1
45,3000,0.031622775,-0.09122848767393482,1
46,3000,0.039810717,-0.09264704368234486,1
47,3000,0.050118722,-0.09378403989805337,1
48,3000,0.06309573,-0.09469383923006142,1
49,3000,0.07943282,-0.09542089160666316,1
50,3000,0.1,-0.09600121195026755,1
51,3000,0.12589253,-0.0964640111470875,1
52,3000,0.15848932,-0.0968328415822793,1
53,3000,0.19952624,-0.09712658594847501,1
54,3000,0.25118864,-0.09736048242197472,1
55,3000,0.31622776,-0.09754662580523932,1
56,3000,0.39810717,-0.09769481818713671,1
57,3000,0.5011872,-0.09781281076358557,1
58,3000,0.63095737,-0.09790681193626674,1
59,3000,0.7943282,-0.09798173341986433,1
60,3000,1.0,-0.09804162118104309,1
61,3000,1.2589254,-0.09808955041956166,1
62,3000,1.5848932,-0.09812814352915071,1
63,3000,1.9952623,-0.09815935330296222,1
64,3000,2.5118864,-0.09818495943652059,1
65,3000,3.1622777,-0.09820621306504428,1
66,3000,3.9810717,-0.09822431048788591,1
67,3000,5.0118723,-0.09824017705856525,1
68,3000,6.3095737,-0.09825460882226142,1
69,3000,7.943282,-0.09826841858386068,1
0,500,1e-06,0.48599039993141735,2
1,500,1.2589254e-06,0.48588036279443264,2
2,500,1.5848932e-06,0.48574198521912715,2
3,500,1.9952622e-06,0.4855677548632059,2
4,500,2.5118864e-06,0.48534860109041744,2
5,500,3.1622776e-06,0.48507298591286446,2
6,500,3.9810716e-06,0.48472625674947595,2
7,500,5.0118724e-06,0.4842903594742151,2
8,500,6.3095736e-06,0.4837424806410713,2
9,500,7.943282e-06,0.48305405310899147,2
10,500,1e-05,0.48218954204551967,2
11,500,1.2589254e-05,0.48110475543541087,2
12,500,1.5848931e-05,0.479744392838274,2
13,500,1.9952624e-05,0.47804037254093235,2
14,500,2.5118865e-05,0.4759085101242309,2
15,500,3.1622778e-05,0.4732457187074989,2
16,500,3.981072e-05,0.4699263589759124,2
17,500,5.0118724e-05,0.4657988190546569,2
18,500,6.309574e-05,0.46068220664864945,2
19,500,7.943282e-05,0.45436381544943116,2
20,500,1e-04,0.44659837139233005,2
21,500,0.00012589255,0.4371099428251,2
22,500,0.00015848932,0.425598900759474,2
23,500,0.00019952623,0.4117547425773351,2
24,500,0.00025118864,0.3952779851938601,2
25,500,0.00031622776,0.3759114929164973,2
26,500,0.00039810716,0.35348133328857256,2
27,500,0.0005011872,0.32794436997559506,2
28,500,0.00063095737,0.2994351139050041,2
29,500,0.0007943282,0.268301949043054,2
30,500,0.001,0.23511919995858535,2
31,500,0.0012589254,0.200664862802743,2
32,500,0.0015848932,0.16586038397374758,2
33,500,0.0019952622,0.13167942431402688,2
34,500,0.0025118864,0.09904342667675596,2
35,500,0.0031622776,0.06872672572080984,2
36,500,0.0039810715,0.041291116924687635,2
37,500,0.0050118724,0.01705919036806033,2
38,500,0.0063095735,-0.0038744915673226995,2
39,500,0.007943282,-0.021605408515979856,2
40,500,0.01,-0.03636723559337033,2
41,500,0.012589254,-0.048478391910310885,2
42,500,0.015848933,-0.0582952283755011,2
43,500,0.019952623,-0.06617590733220098,2
44,500,0.025118865,-0.07245592459202896,2
45,500,0.031622775,-0.07743395784865172,2
