index,Sampling Criterion,Sample Size,τ,graph_id
0,MMSE,1,0.10408212239838478,0
1,MMSE,2,0.1042269171652418,0
2,MMSE,3,0.10868542165214405,0
3,MMSE,4,0.11073022121125556,0
4,MMSE,5,0.11198606320118863,0
5,MMSE,6,0.11335860284425463,0
6,MMSE,7,0.12192253637157913,0
7,MMSE,8,0.12220622484174481,0
8,MMSE,9,0.12441973349481233,0
9,MMSE,10,0.1282126351252384,0
10,MMSE,11,0.144656907919032,0
11,MMSE,12,0.17255616847656294,0
12,MMSE,13,0.18366021715423095,0
13,MMSE,14,0.1899120534690666,0
14,MMSE,15,0.2567002144736153,0
15,MMSE,16,0.33197308793882974,0
16,MMSE,17,0.3578083112084731,0
17,MMSE,18,0.3766050561672804,0
18,MMSE,19,0.3811625945363638,0
19,MMSE,20,0.4775467526822922,0
20,MMSE,21,0.4845146494218689,0
21,MMSE,22,0.580813623467204,0
22,MMSE,23,0.639109711894688,0
23,MMSE,24,0.7151306220865844,0
24,MMSE,25,0.740146372149692,0
25,MMSE,26,0.8379235857581315,0
26,MMSE,27,0.8961776239515987,0
27,MMSE,28,1.1985093443789416,0
28,MMSE,29,1.2592883936821433,0
29,MMSE,30,1.4758091839852194,0
30,MMSE,31,1.4910487169280644,0
31,MMSE,32,1.6301262391651548,0
32,MMSE,33,1.7830883804826845,0
33,MMSE,34,2.61408864621023,0
34,MMSE,35,2.81463833730517,0
35,MMSE,36,4.066688282434689,0
36,MMSE,37,-3.738349312096474,0
37,MMSE,38,-1.9110276228869418,0
38,MMSE,39,-1.4410066462615296,0
39,MMSE,40,-1.1730345076192086,0
40,MMSE,41,-0.9009518135171424,0
41,MMSE,42,-0.8028973376097349,0
42,MMSE,43,-0.6066269618927965,0
43,MMSE,44,-0.5666320477678838,0
44,MMSE,45,-0.5510301854647095,0
45,MMSE,46,-0.5191773361191838,0
46,MMSE,47,-0.4845424620956988,0
47,MMSE,48,-0.3915122117663736,0
48,MMSE,49,-0.3815472998578924,0
